csvTime,Ajia-0_v,Ajia-1_v,Ajia-3_v,Ajia-5_v,action_ajia,current_status_ajia,13-11-6_v,action_zhebidiaoche,current_status_zhebidiaoche,action_dp
2024-05-16 16:39,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:40,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:41,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:42,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:43,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:44,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:45,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:46,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:47,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:48,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:49,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:50,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:51,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:52,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:53,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:54,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:55,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:56,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:57,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:58,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 16:59,,,,,,,,,,False
2024-05-16 17:00,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:01,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:02,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:03,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:04,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:05,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:06,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:07,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:08,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:09,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:10,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:11,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:12,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:13,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:14,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:15,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:16,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:17,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:18,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:19,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:20,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:21,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:22,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:23,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:24,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:25,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:26,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:27,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:28,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:29,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:30,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:31,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:32,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:33,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:34,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:35,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:36,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:37,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:38,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:39,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:40,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:41,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:42,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:43,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:44,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:45,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:46,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:47,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:48,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:49,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:50,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:51,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:52,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:53,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:54,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:55,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:56,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:57,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:58,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 17:59,,,,,,,,,,False
2024-05-16 18:00,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:01,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:02,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:03,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:04,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:05,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:06,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:07,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:08,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:09,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:10,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:11,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:12,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:13,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:14,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:15,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:16,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:17,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:18,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:19,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:20,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:21,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:22,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:23,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:24,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:25,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:26,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:27,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:28,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:29,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:30,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:31,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:32,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:33,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:34,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:35,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:36,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:37,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:38,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:39,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:40,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:41,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:42,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:43,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:44,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:45,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:46,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:47,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:48,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:49,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:50,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:51,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:52,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:53,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:54,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:55,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:56,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:57,35.1118,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:58,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 18:59,,,,,,,,,,False
2024-05-16 19:00,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:01,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:02,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:03,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:04,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:05,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:06,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:07,35.1118,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:08,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:09,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:10,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:11,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:12,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:13,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:14,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:15,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:16,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:17,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:18,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:19,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:20,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:21,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:22,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:23,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:24,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:25,35.1342,35.3802,0.0,0.0,False,False,,,,False
2024-05-16 19:26,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:27,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:28,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:29,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:30,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:31,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:32,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:33,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:34,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:35,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:36,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:37,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:38,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:39,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:40,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:41,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:42,35.1342,35.3802,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:43,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:44,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:45,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:46,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:47,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:48,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:49,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:50,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:51,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:52,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:53,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:54,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:55,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:56,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:57,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:58,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 19:59,,,,,,,,,,False
2024-05-16 20:00,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:01,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:02,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:03,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:04,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:05,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:06,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:07,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:08,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:09,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:10,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:11,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:12,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:13,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:14,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:15,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:16,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:17,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:18,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:19,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:20,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:21,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:22,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:23,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:24,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:25,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:26,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:27,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:28,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:29,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:30,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:31,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:32,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:33,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:34,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:35,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:36,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:37,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:38,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:39,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:40,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:41,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:42,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:43,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:44,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:45,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:46,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:47,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:48,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:49,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:50,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:51,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:52,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:53,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:54,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:55,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:56,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:57,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 20:58,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 22:00,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 22:01,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 22:02,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 22:03,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 22:04,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 22:05,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 22:06,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 22:07,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 22:08,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 22:09,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 22:10,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 22:11,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 22:12,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 22:13,35.1342,35.4026,0.0,0.0,False,False,0.0,False,False,False
2024-05-16 22:14,35.1342,35.4026,0.0,0.0,False,False,6.0,折臂吊车开机,False,False
2024-05-16 22:15,35.1342,35.4026,0.0,0.0,False,False,6.0,False,False,False
2024-05-16 22:16,35.1342,35.4026,0.0,67.136,False,False,6.0,False,False,False
2024-05-16 22:17,35.1342,35.4026,0.0,67.0564,False,False,6.0,False,False,False
2024-05-16 22:18,35.1342,35.4026,0.0,64.4031,False,False,6.0,False,False,False
2024-05-16 22:19,35.1342,35.4026,0.0,60.714,False,False,6.0,False,False,False
2024-05-16 22:20,35.1342,35.4026,0.0,56.8887,False,False,6.0,False,False,False
2024-05-16 22:21,35.1342,35.4026,0.0,61.4442,False,False,6.0,False,False,False
