csvTime,P2_2,P2_3,P2_25,P2_24
2024-05-16 16:50:49,0,0,112,1800
2024-05-16 16:51:49,8,0,168,1800
2024-05-16 16:52:49,0,0,145,1800
2024-05-16 16:53:49,0,0,106,1805
2024-05-16 16:54:49,0,0,110,1803
2024-05-16 16:55:48,0,0,104,1804
2024-05-16 16:56:49,0,0,101,1804
2024-05-16 16:57:49,0,0,102,1804
2024-05-16 16:58:49,0,0,100,1804
2024-05-16 17:00:49,0,0,110,1800
2024-05-16 17:01:49,8,0,108,1804
2024-05-16 17:02:48,8,0,109,1804
2024-05-16 17:03:49,0,0,104,1804
2024-05-16 17:04:49,0,0,107,1804
2024-05-16 17:05:49,0,0,151,1798
2024-05-16 17:06:49,0,0,104,1803
2024-05-16 17:07:49,0,0,107,1802
2024-05-16 17:08:48,0,0,167,1799
2024-05-16 17:09:49,0,0,130,1800
2024-05-16 17:10:49,8,0,108,1800
2024-05-16 17:11:49,0,0,110,1804
2024-05-16 17:12:49,0,0,108,1806
2024-05-16 17:13:49,0,0,110,1802
2024-05-16 17:14:49,0,0,110,1801
2024-05-16 17:15:49,0,0,109,1804
2024-05-16 17:16:49,0,0,108,1803
2024-05-16 17:17:49,0,0,109,1803
2024-05-16 17:18:49,0,0,109,1802
2024-05-16 17:19:49,8,0,106,1803
2024-05-16 17:20:48,0,0,107,1804
2024-05-16 17:21:48,0,0,101,1803
2024-05-16 17:22:49,0,0,119,1800
2024-05-16 17:23:49,0,0,104,1806
2024-05-16 17:24:49,0,0,102,1803
2024-05-16 17:25:49,0,0,104,1803
2024-05-16 17:26:48,0,0,104,1803
2024-05-16 17:27:49,0,0,111,1802
2024-05-16 17:28:48,0,0,122,1799
2024-05-16 17:29:49,8,0,139,1802
2024-05-16 17:30:49,8,0,120,1802
2024-05-16 17:31:49,0,0,107,1803
2024-05-16 17:32:49,0,0,102,1806
2024-05-16 17:33:49,0,0,102,1803
2024-05-16 17:34:49,0,0,108,1805
2024-05-16 17:35:49,0,0,108,1803
2024-05-16 17:36:49,0,0,113,1802
2024-05-16 17:37:49,0,0,110,1804
2024-05-16 17:38:49,0,0,107,1800
2024-05-16 17:39:49,8,0,104,1800
2024-05-16 17:40:49,8,0,100,1804
2024-05-16 17:41:49,8,0,123,1803
2024-05-16 17:42:48,0,0,144,1802
2024-05-16 17:43:49,0,0,123,1799
2024-05-16 17:44:49,0,0,180,1790
2024-05-16 17:45:49,0,0,124,1800
2024-05-16 17:46:48,0,0,130,1800
2024-05-16 17:47:49,0,0,116,1800
2024-05-16 17:48:49,0,0,113,1802
2024-05-16 17:49:49,8,0,111,1804
2024-05-16 17:50:49,0,0,107,1802
2024-05-16 17:51:49,0,0,107,1804
2024-05-16 17:52:49,0,0,105,1802
2024-05-16 17:53:48,0,0,107,1803
2024-05-16 17:54:49,0,0,105,1804
2024-05-16 17:55:49,0,0,129,1802
2024-05-16 17:56:49,0,0,104,1803
2024-05-16 17:57:49,0,0,101,1804
2024-05-16 17:58:49,0,0,106,1802
2024-05-16 18:00:49,0,0,108,1803
2024-05-16 18:01:48,0,0,107,1803
2024-05-16 18:02:49,0,0,106,1802
2024-05-16 18:03:49,0,0,107,1802
2024-05-16 18:04:49,0,0,107,1803
2024-05-16 18:05:49,0,0,98,1804
2024-05-16 18:06:49,0,0,107,1806
2024-05-16 18:07:49,0,0,113,1800
2024-05-16 18:08:49,0,0,106,1804
2024-05-16 18:09:49,0,0,110,1802
2024-05-16 18:10:49,0,0,109,1802
2024-05-16 18:11:49,0,0,101,1804
2024-05-16 18:12:49,0,0,147,1798
2024-05-16 18:13:49,0,0,115,1801
2024-05-16 18:14:49,0,0,112,1802
2024-05-16 18:15:49,0,0,102,1805
2024-05-16 18:16:49,0,0,114,1800
2024-05-16 18:17:49,0,0,113,1803
2024-05-16 18:18:48,0,0,102,1804
2024-05-16 18:19:49,0,0,107,1802
2024-05-16 18:20:49,0,0,127,1803
2024-05-16 18:21:49,0,0,136,1800
2024-05-16 18:22:49,0,0,161,1798
2024-05-16 18:23:48,0,0,140,1799
2024-05-16 18:24:49,0,0,107,1803
2024-05-16 18:25:49,0,0,108,1802
2024-05-16 18:26:48,0,0,108,1800
2024-05-16 18:27:49,0,0,112,1803
2024-05-16 18:28:49,0,0,108,1802
2024-05-16 18:29:49,0,0,105,1803
2024-05-16 18:30:49,0,0,115,1803
2024-05-16 18:31:49,0,0,114,1803
2024-05-16 18:32:49,0,0,119,1802
2024-05-16 18:33:49,0,0,100,1805
2024-05-16 18:34:49,0,0,181,1797
2024-05-16 18:35:49,0,0,125,1802
2024-05-16 18:36:49,0,0,187,1800
2024-05-16 18:37:49,8,0,102,1802
2024-05-16 18:38:49,0,0,97,1803
2024-05-16 18:39:49,0,0,116,1802
2024-05-16 18:40:48,0,0,147,1799
2024-05-16 18:41:49,0,0,146,1802
2024-05-16 18:42:49,0,0,112,1803
2024-05-16 18:43:49,0,0,110,1803
2024-05-16 18:44:49,0,0,105,1803
2024-05-16 18:45:48,0,0,107,1800
2024-05-16 18:46:49,8,0,107,1800
2024-05-16 18:47:49,0,0,160,1800
2024-05-16 18:48:49,0,0,127,1805
2024-05-16 18:49:49,0,0,169,1801
2024-05-16 18:50:49,0,0,144,1805
2024-05-16 18:51:49,0,0,186,1813
2024-05-16 18:52:49,0,0,107,1803
2024-05-16 18:53:49,0,0,112,1802
2024-05-16 18:54:48,0,0,104,1803
2024-05-16 18:55:49,0,0,122,1800
2024-05-16 18:56:49,8,0,108,1802
2024-05-16 18:57:49,8,0,111,1802
2024-05-16 18:58:49,0,0,110,1802
2024-05-16 19:00:48,0,0,109,1800
2024-05-16 19:01:49,0,0,111,1802
2024-05-16 19:02:49,0,0,109,1802
2024-05-16 19:03:49,0,0,107,1801
2024-05-16 19:04:49,0,0,108,1805
2024-05-16 19:05:49,0,0,125,1800
2024-05-16 19:06:49,0,0,119,1801
2024-05-16 19:07:49,0,0,132,1801
2024-05-16 19:08:49,0,0,131,1805
2024-05-16 19:09:49,0,0,206,1793
2024-05-16 19:10:49,0,0,104,1804
2024-05-16 19:11:49,0,0,105,1804
2024-05-16 19:12:48,0,0,109,1803
2024-05-16 19:13:49,0,0,109,1802
2024-05-16 19:14:49,0,0,116,1805
2024-05-16 19:15:49,0,0,118,1800
2024-05-16 19:16:49,8,0,106,1806
2024-05-16 19:17:49,8,0,103,1804
2024-05-16 19:18:49,0,0,108,1802
2024-05-16 19:19:49,0,0,108,1802
2024-05-16 19:20:49,0,0,110,1803
2024-05-16 19:21:49,0,0,107,1804
2024-05-16 19:22:49,0,0,109,1803
2024-05-16 19:23:49,0,0,105,1803
2024-05-16 19:24:49,0,0,109,1804
2024-05-16 19:25:48,0,0,110,1800
2024-05-16 19:26:48,8,0,118,1803
2024-05-16 19:27:49,0,0,118,1801
2024-05-16 19:28:49,0,0,112,1803
2024-05-16 19:29:49,0,0,113,1802
2024-05-16 19:30:49,0,0,125,1802
2024-05-16 19:31:48,0,0,113,1802
2024-05-16 19:32:49,0,0,106,1803
2024-05-16 19:33:49,0,0,112,1798
2024-05-16 19:34:49,0,0,201,1797
2024-05-16 19:35:48,0,0,206,1800
2024-05-16 19:36:49,8,0,101,1806
2024-05-16 19:37:48,0,0,107,1803
2024-05-16 19:38:49,0,0,116,1800
2024-05-16 19:39:49,0,0,121,1801
2024-05-16 19:40:49,0,0,115,1803
2024-05-16 19:41:49,0,0,104,1804
2024-05-16 19:42:49,0,0,109,1804
2024-05-16 19:43:48,0,0,104,1804
2024-05-16 19:44:48,0,0,111,1803
2024-05-16 19:45:49,0,0,111,1800
2024-05-16 19:46:49,0,0,114,1796
2024-05-16 19:47:49,8,0,156,1796
2024-05-16 19:48:49,0,0,149,1799
2024-05-16 19:49:49,0,0,109,1802
2024-05-16 19:50:49,0,0,110,1802
2024-05-16 19:51:49,0,0,136,1810
2024-05-16 19:52:49,0,0,104,1803
2024-05-16 19:53:48,0,0,108,1802
2024-05-16 19:54:49,0,0,106,1800
2024-05-16 19:55:49,8,0,108,1800
2024-05-16 19:56:49,8,0,109,1801
2024-05-16 19:57:49,0,0,109,1802
2024-05-16 19:58:48,0,0,108,1802
2024-05-16 20:00:49,0,0,109,1802
2024-05-16 20:01:49,0,0,107,1801
2024-05-16 20:02:49,0,0,107,1802
2024-05-16 20:03:49,0,0,108,1802
2024-05-16 20:04:49,0,0,106,1800
2024-05-16 20:05:48,8,0,105,1803
2024-05-16 20:06:49,0,0,105,1804
2024-05-16 20:07:49,0,0,106,1802
2024-05-16 20:08:49,0,0,107,1802
2024-05-16 20:09:49,0,0,107,1802
2024-05-16 20:10:48,0,0,105,1803
2024-05-16 20:11:49,0,0,107,1804
2024-05-16 20:12:49,0,0,105,1802
2024-05-16 20:13:49,0,0,106,1803
2024-05-16 20:14:49,0,0,106,1800
2024-05-16 20:15:49,8,0,106,1803
2024-05-16 20:16:49,8,0,109,1803
2024-05-16 20:17:49,0,0,107,1805
2024-05-16 20:18:49,0,0,100,1807
2024-05-16 20:19:49,0,0,114,1806
2024-05-16 20:20:49,0,0,141,1799
2024-05-16 20:21:49,0,0,110,1804
2024-05-16 20:22:49,0,0,152,1799
2024-05-16 20:23:48,0,0,108,1801
2024-05-16 20:24:49,0,0,110,1800
2024-05-16 20:25:49,8,0,112,1801
2024-05-16 20:26:49,0,0,112,1802
2024-05-16 20:27:49,0,0,110,1802
2024-05-16 20:28:49,0,0,109,1803
2024-05-16 20:29:49,0,0,108,1803
2024-05-16 20:30:49,0,0,108,1802
2024-05-16 20:31:49,0,0,112,1803
2024-05-16 20:32:49,0,0,108,1802
2024-05-16 20:33:48,0,0,106,1804
2024-05-16 20:34:48,8,0,110,1802
2024-05-16 20:35:48,0,0,108,1803
2024-05-16 20:36:48,0,0,107,1803
2024-05-16 20:37:48,0,0,105,1802
2024-05-16 20:38:48,0,0,104,1805
2024-05-16 20:39:49,0,0,104,1805
2024-05-16 20:40:49,0,0,105,1802
2024-05-16 20:41:49,0,0,102,1804
2024-05-16 20:42:49,0,0,101,1802
2024-05-16 20:43:48,0,0,102,1805
2024-05-16 20:44:49,8,0,108,1800
2024-05-16 20:45:49,0,0,104,1802
2024-05-16 20:46:49,0,0,105,1803
2024-05-16 20:47:49,0,0,107,1803
2024-05-16 20:48:49,0,0,104,1803
2024-05-16 20:49:48,0,0,107,1802
2024-05-16 20:50:49,0,0,99,1802
2024-05-16 20:51:49,0,0,110,1803
2024-05-16 20:52:49,0,0,112,1801
2024-05-16 20:53:49,8,0,111,1800
2024-05-16 20:54:49,0,0,112,1802
2024-05-16 20:55:48,0,0,116,1802
2024-05-16 20:56:48,0,0,113,1803
2024-05-16 20:57:49,0,0,109,1802
2024-05-16 20:58:49,0,0,112,1802
2024-05-16 22:00:49,0,0,114,1803
2024-05-16 22:01:49,0,0,103,1802
2024-05-16 22:02:49,8,0,106,1800
2024-05-16 22:03:49,0,0,108,1802
2024-05-16 22:04:49,0,0,108,1799
2024-05-16 22:05:49,0,0,107,1802
2024-05-16 22:06:49,0,0,108,1801
2024-05-16 22:07:49,0,0,111,1801
2024-05-16 22:08:49,0,0,106,1801
2024-05-16 22:09:49,0,0,107,1803
2024-05-16 22:10:49,0,0,101,1805
2024-05-16 22:11:49,0,0,104,1803
2024-05-16 22:12:48,8,0,98,1802
2024-05-16 22:13:49,8,0,102,1802
2024-05-16 22:14:48,0,0,100,1802
2024-05-16 22:15:49,0,0,166,1796
2024-05-16 22:16:49,0,0,135,1801
2024-05-16 22:17:49,0,0,118,1800
2024-05-16 22:18:48,0,0,102,1802
2024-05-16 22:19:49,0,0,110,1802
2024-05-16 22:20:49,0,0,111,1803
2024-05-16 22:21:49,8,0,122,1800
2024-05-16 22:22:49,8,0,110,1803
2024-05-16 22:23:49,8,0,121,1802
2024-05-16 22:24:49,0,0,103,1803
2024-05-16 22:25:49,0,0,104,1802
2024-05-16 22:26:49,0,0,109,1803
2024-05-16 22:27:49,0,0,144,1800
2024-05-16 22:28:49,0,0,117,1801
2024-05-16 22:29:49,0,0,125,1801
2024-05-16 22:30:49,0,0,110,1802
2024-05-16 22:31:48,8,0,110,1800
2024-05-16 22:32:49,0,0,112,1801
2024-05-16 22:33:49,0,0,109,1799
2024-05-16 22:34:48,0,0,109,1803
2024-05-16 22:35:49,0,0,106,1801
2024-05-16 22:36:49,0,0,101,1803
2024-05-16 22:37:49,0,0,109,1802
2024-05-16 22:38:49,0,0,102,1804
2024-05-16 22:39:49,0,0,108,1800
2024-05-16 22:40:49,0,0,110,1802
2024-05-16 22:41:48,1800,31,110,1800
2024-05-16 22:42:49,1800,31,112,1802
2024-05-16 22:43:49,1802,31,112,1801
2024-05-16 22:44:49,1800,31,111,1800
2024-05-16 22:45:48,1802,31,109,1800
2024-05-16 22:46:48,1800,31,108,1801
2024-05-16 22:47:49,1801,46,152,1798
2024-05-16 22:48:48,1802,95,91,1802
2024-05-16 22:49:49,1802,88,87,1804
2024-05-16 22:50:49,1803,89,87,1802
2024-05-16 22:51:49,1802,91,88,1800
2024-05-16 22:52:49,1801,96,95,1802
2024-05-16 22:53:49,1800,92,100,1800
2024-05-16 22:54:49,1802,83,92,1802
2024-05-16 22:55:49,1800,82,96,1802
2024-05-16 22:56:48,1800,85,94,1802
2024-05-16 22:57:49,1800,83,93,1802
2024-05-16 22:58:49,1803,85,95,1801
2024-05-16 22:59:48,1801,93,100,1800
2024-05-16 23:00:49,1800,92,104,1800
2024-05-16 23:01:49,1800,133,138,1796
2024-05-16 23:02:48,1799,103,109,1798
2024-05-16 23:03:49,1798,104,109,1798
2024-05-16 23:04:49,1797,104,113,1800
2024-05-16 23:05:49,1802,96,108,1802
2024-05-16 23:06:49,1798,94,105,1800
2024-05-16 23:07:49,1799,94,105,1798
2024-05-16 23:08:49,1802,95,105,1802
2024-05-16 23:09:49,1795,151,150,1796
2024-05-16 23:10:49,1800,122,136,1803
2024-05-16 23:11:49,1800,152,160,1795
2024-05-16 23:12:49,1797,156,165,1799
2024-05-16 23:13:49,1802,115,123,1802
2024-05-16 23:14:48,1802,113,119,1802
2024-05-16 23:15:49,1805,96,107,1805
2024-05-16 23:16:49,1802,102,109,1802
2024-05-16 23:17:49,1802,102,111,1803
2024-05-16 23:18:48,1797,134,142,1793
2024-05-16 23:19:49,1797,100,86,1795
2024-05-16 23:20:49,1802,110,111,1802
2024-05-16 23:21:49,1800,105,114,1803
2024-05-16 23:22:49,1800,105,115,1802
2024-05-16 23:23:49,1801,107,112,1805
2024-05-16 23:24:48,1804,103,111,1802
2024-05-16 23:25:49,1802,94,102,1803
2024-05-16 23:26:48,1802,101,106,1802
2024-05-16 23:27:49,1803,96,104,1802
2024-05-16 23:28:49,1804,31,135,1802
2024-05-16 23:29:48,1807,31,107,1804
2024-05-16 23:30:49,168,31,140,1802
2024-05-16 23:31:48,0,0,144,1802
2024-05-16 23:32:49,0,0,120,1796
2024-05-16 23:33:48,0,0,121,1797
2024-05-16 23:34:49,0,0,127,1802
2024-05-16 23:35:49,0,0,155,1799
2024-05-16 23:36:48,0,0,107,1802
2024-05-16 23:37:49,0,0,113,1801
2024-05-16 23:38:48,0,0,117,1802
2024-05-16 23:39:49,0,0,120,1800
2024-05-16 23:40:49,8,0,114,1801
2024-05-16 23:41:49,0,0,105,1803
2024-05-16 23:42:49,0,0,112,1802
2024-05-16 23:43:48,0,0,112,1806
2024-05-16 23:44:49,0,0,111,1805
2024-05-16 23:45:49,0,0,110,1802
2024-05-16 23:46:48,0,0,113,1802
2024-05-16 23:47:49,0,0,122,1802
2024-05-16 23:48:49,0,0,122,1800
2024-05-16 23:49:49,0,0,109,1802
2024-05-16 23:50:48,0,0,109,1802
2024-05-16 23:51:49,0,0,111,1804
2024-05-16 23:52:49,0,0,127,1802
2024-05-16 23:53:48,0,0,114,1802
2024-05-16 23:54:48,0,0,109,1802
2024-05-16 23:55:49,0,0,109,1803
2024-05-16 23:56:49,0,0,107,1802
2024-05-16 23:57:48,0,0,106,1806
2024-05-16 23:58:49,0,0,106,1804
2024-05-16 23:59:49,8,0,102,1800
2024-05-17 00:00:48,0,0,106,1803
2024-05-17 00:01:49,0,0,107,1803
2024-05-17 00:02:48,0,0,107,1804
2024-05-17 00:03:49,0,0,106,1802
2024-05-17 00:04:49,0,0,106,1802
2024-05-17 00:05:49,0,0,108,1804
2024-05-17 00:06:49,0,0,109,1802
2024-05-17 00:07:48,0,0,110,1802
2024-05-17 00:08:48,0,0,112,1802
2024-05-17 00:09:48,8,0,107,1802
2024-05-17 00:10:49,0,0,109,1805
2024-05-17 00:11:49,0,0,107,1803
2024-05-17 00:12:48,0,0,109,1802
2024-05-17 00:13:49,0,0,108,1804
2024-05-17 00:14:49,0,0,109,1803
2024-05-17 00:15:49,0,0,107,1803
2024-05-17 00:16:49,0,0,108,1805
2024-05-17 00:17:49,0,0,110,1802
2024-05-17 00:18:48,0,0,110,1800
2024-05-17 00:19:49,8,0,113,1803
2024-05-17 00:20:48,0,0,112,1801
2024-05-17 00:21:49,0,0,114,1802
2024-05-17 00:22:49,0,0,113,1802
2024-05-17 00:23:49,0,0,111,1802
2024-05-17 00:24:49,0,0,111,1802
2024-05-17 00:25:48,0,0,114,1802
2024-05-17 00:26:49,0,0,113,1802
2024-05-17 00:27:49,0,0,114,1802
2024-05-17 00:28:49,0,0,110,1800
2024-05-17 00:29:49,8,0,111,1803
2024-05-17 00:30:49,0,0,108,1803
2024-05-17 00:31:49,0,0,110,1801
2024-05-17 00:32:49,0,0,107,1806
2024-05-17 00:33:48,0,0,107,1804
2024-05-17 00:34:48,0,0,108,1804
2024-05-17 00:35:48,0,0,108,1805
2024-05-17 00:36:48,0,0,107,1803
2024-05-17 00:37:49,0,0,106,1803
2024-05-17 00:38:49,8,0,106,1800
2024-05-17 00:39:48,8,0,110,1802
2024-05-17 00:40:49,0,0,106,1805
2024-05-17 00:41:49,0,0,110,1803
2024-05-17 00:42:49,0,0,110,1803
2024-05-17 00:43:49,0,0,108,1804
2024-05-17 00:44:49,0,0,111,1803
2024-05-17 00:45:49,0,0,113,1803
2024-05-17 00:46:49,0,0,110,1803
2024-05-17 00:47:49,8,0,110,1800
2024-05-17 00:48:49,8,0,110,1800
2024-05-17 00:49:48,0,0,108,1803
2024-05-17 00:50:48,0,0,108,1803
2024-05-17 00:51:49,0,0,108,1802
2024-05-17 00:52:49,0,0,110,1805
2024-05-17 00:53:48,0,0,109,1802
2024-05-17 00:54:49,0,0,110,1802
2024-05-17 00:55:48,0,0,110,1802
2024-05-17 00:56:49,0,0,110,1803
2024-05-17 00:57:48,0,0,109,1800
2024-05-17 00:58:48,0,0,111,1800
2024-05-17 02:00:49,0,0,109,1802
2024-05-17 02:01:49,0,0,109,1802
2024-05-17 02:02:49,0,0,105,1801
2024-05-17 02:03:49,0,0,111,1802
2024-05-17 02:04:49,0,0,109,1803
2024-05-17 02:05:48,8,0,109,1800
2024-05-17 02:06:49,8,0,111,1800
2024-05-17 02:07:49,0,0,110,1804
2024-05-17 02:08:49,0,0,113,1802
2024-05-17 02:09:49,0,0,109,1803
2024-05-17 02:10:48,0,0,108,1803
2024-05-17 02:11:48,0,0,111,1803
2024-05-17 02:12:49,0,0,112,1804
2024-05-17 02:13:48,0,0,110,1803
2024-05-17 02:14:49,0,0,109,1802
2024-05-17 02:15:48,8,0,109,1800
2024-05-17 02:16:49,0,0,107,1802
2024-05-17 02:17:49,0,0,105,1803
2024-05-17 02:18:48,0,0,106,1802
2024-05-17 02:19:48,0,0,109,1806
2024-05-17 02:20:48,0,0,107,1804
2024-05-17 02:21:48,0,0,107,1805
2024-05-17 02:22:48,0,0,106,1805
2024-05-17 02:23:48,0,0,107,1804
2024-05-17 02:24:49,0,0,107,1803
2024-05-17 02:25:49,8,0,110,1800
2024-05-17 02:26:48,0,0,110,1803
2024-05-17 02:27:48,0,0,110,1803
2024-05-17 02:28:49,0,0,109,1803
2024-05-17 02:29:49,0,0,110,1803
2024-05-17 02:30:48,0,0,111,1804
2024-05-17 02:31:48,0,0,108,1806
2024-05-17 02:32:49,0,0,104,1804
2024-05-17 02:33:48,0,0,106,1802
2024-05-17 02:34:49,0,0,105,1806
2024-05-17 02:35:48,0,0,110,1800
2024-05-17 02:36:48,0,0,104,1804
2024-05-17 02:37:49,0,0,107,1803
2024-05-17 02:38:48,0,0,107,1804
2024-05-17 02:39:48,0,0,109,1804
2024-05-17 02:40:49,0,0,109,1804
2024-05-17 02:41:49,0,0,109,1805
2024-05-17 02:42:48,0,0,110,1805
2024-05-17 02:43:48,0,0,109,1805
2024-05-17 02:44:48,0,0,110,1802
2024-05-17 02:45:49,8,0,109,1800
2024-05-17 02:46:49,0,0,109,1803
2024-05-17 02:47:49,0,0,111,1804
2024-05-17 02:48:49,0,0,109,1802
2024-05-17 02:49:49,0,0,110,1804
2024-05-17 02:50:49,0,0,106,1802
2024-05-17 02:51:48,0,0,108,1803
2024-05-17 02:52:48,0,0,108,1803
2024-05-17 02:53:49,0,0,104,1804
2024-05-17 02:54:48,0,0,107,1800
2024-05-17 02:55:48,8,0,107,1800
2024-05-17 02:56:49,0,0,108,1803
2024-05-17 02:57:48,0,0,108,1803
2024-05-17 02:58:48,0,0,104,1803
2024-05-17 03:00:49,0,0,107,1803
2024-05-17 03:01:49,0,0,109,1803
2024-05-17 03:02:48,0,0,108,1803
2024-05-17 03:03:49,0,0,109,1805
2024-05-17 03:04:49,0,0,111,1800
2024-05-17 03:05:49,8,0,109,1800
2024-05-17 03:06:49,0,0,110,1802
2024-05-17 03:07:48,0,0,107,1804
2024-05-17 03:08:49,0,0,108,1802
2024-05-17 03:09:49,0,0,109,1805
2024-05-17 03:10:49,0,0,108,1802
2024-05-17 03:11:48,0,0,109,1802
2024-05-17 03:12:48,0,0,108,1803
2024-05-17 03:13:49,0,0,106,1803
2024-05-17 03:14:49,0,0,108,1800
2024-05-17 03:15:49,0,0,110,1801
2024-05-17 03:16:49,0,0,107,1802
2024-05-17 03:17:48,0,0,106,1803
2024-05-17 03:18:49,0,0,109,1803
2024-05-17 03:19:49,0,0,106,1803
2024-05-17 03:20:49,0,0,110,1802
2024-05-17 03:21:49,0,0,109,1802
2024-05-17 03:22:49,0,0,107,1802
2024-05-17 03:23:48,0,0,108,1802
2024-05-17 03:24:49,0,0,108,1800
2024-05-17 03:25:48,0,0,107,1801
2024-05-17 03:26:49,0,0,107,1800
2024-05-17 03:27:49,0,0,108,1801
2024-05-17 03:28:49,0,0,106,1803
2024-05-17 03:29:49,0,0,105,1802
2024-05-17 03:30:48,0,0,107,1802
2024-05-17 03:31:48,0,0,107,1802
2024-05-17 03:32:48,0,0,106,1802
2024-05-17 03:33:48,0,0,104,1802
2024-05-17 03:34:49,0,0,106,1800
2024-05-17 03:35:49,8,0,109,1802
2024-05-17 03:36:48,0,0,107,1802
2024-05-17 03:37:49,0,0,104,1803
2024-05-17 03:38:48,0,0,110,1802
2024-05-17 03:39:49,0,0,106,1804
2024-05-17 03:40:48,0,0,109,1802
2024-05-17 03:41:49,0,0,108,1805
2024-05-17 03:42:48,0,0,109,1802
2024-05-17 03:43:49,8,0,108,1800
2024-05-17 03:44:49,0,0,108,1800
2024-05-17 03:45:49,0,0,107,1804
2024-05-17 03:46:49,0,0,109,1805
2024-05-17 03:47:48,0,0,106,1803
2024-05-17 03:48:48,0,0,109,1803
2024-05-17 03:49:48,0,0,107,1803
2024-05-17 03:50:49,0,0,107,1803
2024-05-17 03:51:48,0,0,108,1804
2024-05-17 03:52:49,0,0,108,1802
2024-05-17 03:53:49,0,0,109,1800
2024-05-17 03:54:49,0,0,108,1804
2024-05-17 03:55:49,0,0,108,1804
2024-05-17 03:56:49,0,0,108,1802
2024-05-17 03:57:48,0,0,107,1803
2024-05-17 03:58:48,0,0,104,1804
2024-05-17 03:59:48,0,0,106,1804
2024-05-17 04:00:49,0,0,107,1805
2024-05-17 04:01:49,0,0,106,1803
2024-05-17 04:02:49,0,0,102,1804
2024-05-17 04:03:49,0,0,104,1800
2024-05-17 04:04:49,8,0,102,1805
2024-05-17 04:05:48,0,0,97,1803
2024-05-17 04:06:48,0,0,100,1804
2024-05-17 04:07:48,0,0,100,1804
2024-05-17 04:08:48,0,0,103,1803
2024-05-17 04:09:48,0,0,102,1803
2024-05-17 04:10:48,0,0,105,1803
2024-05-17 04:11:49,0,0,103,1804
2024-05-17 04:12:49,8,0,105,1802
2024-05-17 04:13:48,8,0,106,1800
2024-05-17 04:14:48,0,0,107,1802
2024-05-17 04:15:48,0,0,107,1803
2024-05-17 04:16:49,0,0,104,1804
2024-05-17 04:17:49,0,0,107,1803
2024-05-17 04:18:49,0,0,106,1801
2024-05-17 04:19:49,0,0,107,1802
2024-05-17 04:20:49,0,0,108,1801
2024-05-17 04:21:48,0,0,107,1802
2024-05-17 04:22:48,8,0,106,1800
2024-05-17 04:23:48,0,0,110,1800
2024-05-17 04:24:48,0,0,108,1802
2024-05-17 04:25:49,0,0,109,1800
2024-05-17 04:26:49,0,0,107,1802
2024-05-17 04:27:49,0,0,105,1804
2024-05-17 04:28:48,0,0,107,1802
2024-05-17 04:29:49,0,0,107,1802
2024-05-17 04:30:49,0,0,108,1802
2024-05-17 04:31:48,0,0,107,1802
2024-05-17 04:32:49,0,0,109,1802
2024-05-17 04:33:49,0,0,105,1803
2024-05-17 04:34:48,0,0,107,1802
2024-05-17 04:35:48,0,0,108,1802
2024-05-17 04:36:49,0,0,109,1801
2024-05-17 04:37:49,0,0,106,1801
