13-3-3_v,13-3-2_v,13-3-5_v,13-3-4_v,13-3-1_v,13-3-0_v,13-3-7_v,13-3-6_v,13-3-9_v,13-3-8_v,13-3-12_v,13-3-11_v,13-3-13_v,13-3-10_v,csvTime
9,6977,6,8,6971,6964,3,8,94,9,1819,7,0.0,6010,2024-05-16 16:49:49
9,6982,6,8,6975,6968,3,8,94,9,1799,13,0.0,5996,2024-05-16 16:50:49
9,6976,6,8,6969,6962,3,8,93,8,2015,17,0.0,5985,2024-05-16 16:51:49
9,6977,6,8,6971,6964,3,8,93,9,1687,14,0.0,6001,2024-05-16 16:52:50
9,6980,6,8,6973,6967,3,8,94,9,1666,13,0.0,6005,2024-05-16 16:53:50
9,6977,6,8,6970,6964,3,8,94,9,1844,15,0.0,6009,2024-05-16 16:54:50
9,6977,7,8,6971,6965,3,8,94,9,1523,5,0.0,6011,2024-05-16 16:55:51
9,6979,6,8,6973,6966,3,8,94,9,1887,12,0.0,6012,2024-05-16 16:56:51
9,6978,6,8,6972,6966,3,8,94,9,1732,7,0.0,6013,2024-05-16 16:57:51
9,6978,7,8,6971,6965,3,8,94,9,1370,9,0.0,6011,2024-05-16 16:58:52
11,6976,10,10,6970,6964,3,7,96,8,1077,6,0.0,5998,2024-05-16 17:00:52
40,6978,39,39,6972,6966,8,35,97,36,143,12,0.0,6008,2024-05-16 17:01:52
9,6977,6,8,6971,6965,3,8,94,9,1713,4,0.0,6009,2024-05-16 17:02:52
9,6976,6,8,6970,6964,3,8,94,9,1863,5,0.0,6012,2024-05-16 17:03:53
9,6980,6,8,6973,6965,3,8,94,9,1842,13,0.0,6010,2024-05-16 17:04:53
9,6977,6,8,6971,6965,3,8,94,9,1720,7,0.0,5999,2024-05-16 17:05:53
9,6977,6,8,6971,6965,3,8,94,9,1773,9,0.0,6006,2024-05-16 17:06:53
9,6978,6,8,6971,6965,3,8,94,9,1749,15,0.0,6006,2024-05-16 17:07:53
9,6977,6,8,6970,6963,3,8,93,9,1649,6,0.0,5988,2024-05-16 17:08:54
13,6972,12,13,6966,6959,3,12,95,12,223,16,0.0,6022,2024-05-16 17:09:54
9,6978,6,8,6972,6965,3,8,94,9,1535,7,0.0,6009,2024-05-16 17:10:55
9,6977,6,8,6970,6964,3,8,94,9,1826,8,0.0,6009,2024-05-16 17:11:55
9,6977,6,8,6971,6965,3,8,94,9,1713,15,0.0,6007,2024-05-16 17:12:55
9,6977,6,8,6971,6964,3,8,94,9,1816,13,0.0,6007,2024-05-16 17:13:55
9,6977,7,8,6971,6965,3,9,94,9,1358,8,0.0,6007,2024-05-16 17:14:55
9,6977,6,8,6971,6965,3,8,94,9,1937,6,0.0,6007,2024-05-16 17:15:55
9,6978,6,8,6971,6964,3,8,94,9,1807,10,0.0,6008,2024-05-16 17:16:56
9,6977,6,8,6970,6964,3,8,94,9,1847,15,0.0,6009,2024-05-16 17:17:56
9,6978,6,8,6972,6966,3,8,94,9,1892,6,0.0,6008,2024-05-16 17:18:56
9,6978,6,8,6972,6965,3,8,94,9,1998,8,0.0,6007,2024-05-16 17:19:56
9,6977,6,8,6971,6965,3,8,94,9,1755,5,0.0,6007,2024-05-16 17:20:56
9,6977,7,8,6971,6964,3,8,93,9,1227,10,0.0,6012,2024-05-16 17:21:57
9,6974,6,8,6967,6960,3,8,94,9,1901,10,0.0,6020,2024-05-16 17:22:57
9,6977,7,8,6969,6962,3,8,94,9,1448,11,0.0,6011,2024-05-16 17:23:57
9,6977,6,8,6971,6965,3,8,94,9,1923,6,0.0,6011,2024-05-16 17:24:57
9,6975,8,9,6968,6962,3,9,93,9,728,6,0.0,6015,2024-05-16 17:25:58
9,6977,6,8,6970,6963,3,8,94,9,1794,12,0.0,6009,2024-05-16 17:26:58
9,6977,6,8,6970,6962,3,8,94,9,1913,15,0.0,6003,2024-05-16 17:27:58
9,6977,6,8,6969,6962,3,8,93,9,1757,16,0.0,6022,2024-05-16 17:28:58
9,6977,6,8,6970,6963,3,8,94,9,1720,9,0.0,6001,2024-05-16 17:29:59
12,6976,11,12,6970,6963,3,10,94,11,568,10,0.0,6002,2024-05-16 17:30:59
11,6978,10,10,6971,6964,3,10,94,11,581,14,0.0,6008,2024-05-16 17:31:59
9,6977,6,8,6970,6963,3,8,94,9,1765,15,0.0,6009,2024-05-16 17:33:00
9,6977,8,9,6971,6964,3,8,94,9,1030,7,0.0,6009,2024-05-16 17:34:00
9,6976,6,8,6970,6964,3,8,94,9,1802,9,0.0,6006,2024-05-16 17:35:00
9,6979,6,8,6972,6966,3,8,94,9,1826,13,0.0,6006,2024-05-16 17:36:00
9,6972,6,8,6966,6959,3,8,94,9,1596,14,0.0,6000,2024-05-16 17:37:00
9,6975,6,8,6969,6963,3,8,94,9,1749,6,0.0,6003,2024-05-16 17:38:00
9,6977,6,8,6970,6963,3,8,94,9,1854,17,0.0,6009,2024-05-16 17:39:01
9,6979,6,8,6972,6966,3,8,94,9,1783,8,0.0,6007,2024-05-16 17:40:01
9,6978,6,8,6972,6965,3,8,94,9,1852,14,0.0,6008,2024-05-16 17:41:01
9,6976,7,8,6969,6963,3,8,94,9,1373,5,0.0,6002,2024-05-16 17:42:02
9,6978,6,8,6971,6963,3,8,94,9,1870,17,0.0,6004,2024-05-16 17:43:02
8,6972,6,7,6965,6958,3,8,91,8,1960,11,0.0,5998,2024-05-16 17:44:03
33,6978,31,32,6970,6963,7,29,97,30,440,10,0.0,6000,2024-05-16 17:45:03
24,6977,25,25,6970,6963,5,22,96,22,13,10,0.0,6003,2024-05-16 17:46:03
9,6977,6,8,6970,6963,3,8,94,9,1813,13,0.0,6008,2024-05-16 17:47:03
38,6973,38,38,6966,6960,8,36,97,37,3,6,0.0,6013,2024-05-16 17:48:03
36,6978,37,37,6971,6964,7,34,97,35,96,15,0.0,6000,2024-05-16 17:49:04
9,6977,6,8,6971,6965,3,8,94,9,1753,10,0.0,6008,2024-05-16 17:50:04
11,6976,9,10,6970,6963,3,10,94,10,829,6,0.0,6008,2024-05-16 17:51:04
9,6977,6,8,6971,6965,3,8,94,9,1885,7,0.0,6009,2024-05-16 17:52:04
9,6978,6,8,6971,6965,3,8,94,9,1953,8,0.0,6008,2024-05-16 17:53:05
9,6978,6,8,6971,6965,3,8,94,9,1625,7,0.0,6008,2024-05-16 17:54:05
9,6978,6,8,6971,6965,3,8,94,9,1680,11,0.0,6008,2024-05-16 17:55:05
9,6975,6,8,6968,6961,3,8,94,9,1900,9,0.0,6003,2024-05-16 17:56:05
9,6978,6,8,6971,6964,3,8,94,9,1727,7,0.0,6009,2024-05-16 17:57:07
9,6980,6,8,6972,6964,3,8,93,9,1806,15,0.0,6012,2024-05-16 17:58:07
9,6980,6,8,6973,6966,3,8,94,9,2087,11,0.0,6008,2024-05-16 18:00:07
9,6980,6,8,6973,6965,3,8,94,9,1342,15,0.0,6008,2024-05-16 18:01:08
9,6979,6,8,6972,6965,3,8,94,9,1808,12,0.0,6009,2024-05-16 18:02:08
9,6980,6,8,6973,6967,3,8,94,9,1915,7,0.0,6008,2024-05-16 18:03:08
9,6980,6,8,6974,6967,3,8,94,9,1666,6,0.0,6007,2024-05-16 18:04:09
11,6977,10,11,6971,6964,3,10,93,11,315,13,0.0,6015,2024-05-16 18:05:09
9,6978,6,8,6971,6964,3,8,94,9,1952,15,0.0,6012,2024-05-16 18:06:09
9,6977,6,8,6971,6964,3,8,94,9,1729,10,0.0,6011,2024-05-16 18:07:10
9,6978,6,8,6971,6965,3,8,94,9,1871,10,0.0,6003,2024-05-16 18:08:10
9,6977,6,8,6971,6964,3,8,94,9,1856,8,0.0,6013,2024-05-16 18:09:10
9,6977,6,8,6970,6963,3,8,94,9,1931,14,0.0,6005,2024-05-16 18:10:10
0,6979,0,0,6973,6966,1,2,100,3,0,5,0.0,6003,2024-05-16 18:11:10
0,6976,0,0,6969,6963,1,2,100,2,0,8,0.0,5994,2024-05-16 18:12:10
9,6976,6,8,6970,6963,3,8,93,9,1754,15,0.0,5981,2024-05-16 18:13:10
11,6977,10,10,6970,6964,3,10,93,10,483,15,0.0,6008,2024-05-16 18:14:11
9,6978,7,8,6971,6964,3,8,93,8,1355,12,0.0,6008,2024-05-16 18:15:12
9,6977,6,8,6970,6964,3,8,93,9,1688,11,0.0,6011,2024-05-16 18:16:12
9,6977,7,8,6971,6964,3,8,93,9,1565,15,0.0,6003,2024-05-16 18:17:12
9,6977,6,8,6971,6965,3,8,94,9,1895,10,0.0,6011,2024-05-16 18:18:12
9,6977,7,8,6970,6963,3,8,94,9,1624,15,0.0,6011,2024-05-16 18:19:12
9,6975,6,8,6969,6963,3,8,93,9,1790,6,0.0,6000,2024-05-16 18:20:13
9,6978,6,8,6972,6966,3,8,94,9,1853,10,0.0,6023,2024-05-16 18:21:13
9,6976,6,8,6970,6963,3,8,93,9,1631,16,0.0,5992,2024-05-16 18:22:14
11,6976,9,10,6970,6963,3,9,94,10,987,12,0.0,6005,2024-05-16 18:23:14
9,6984,6,8,6976,6969,3,8,93,9,1887,17,0.0,6005,2024-05-16 18:24:14
9,6976,7,8,6970,6963,3,8,93,9,1353,10,0.0,6007,2024-05-16 18:25:15
9,6977,6,8,6970,6962,3,8,94,9,1854,9,0.0,6007,2024-05-16 18:26:15
9,6979,6,8,6972,6966,3,8,94,9,1930,13,0.0,6007,2024-05-16 18:27:15
9,6977,7,8,6970,6964,3,8,94,9,1767,5,0.0,6006,2024-05-16 18:28:15
10,6977,8,9,6971,6965,3,9,94,9,926,5,0.0,6007,2024-05-16 18:29:16
11,6976,10,11,6969,6963,3,10,94,11,706,14,0.0,6010,2024-05-16 18:30:16
9,6976,6,8,6970,6963,3,8,94,9,1837,10,0.0,6008,2024-05-16 18:31:17
26,6975,25,26,6970,6964,6,28,96,29,58,4,0.0,6010,2024-05-16 18:32:17
11,6977,10,11,6972,6966,3,9,94,10,675,4,0.0,6013,2024-05-16 18:33:17
9,6978,6,8,6971,6965,3,8,94,9,1639,16,0.0,6005,2024-05-16 18:34:17
9,6978,6,8,6972,6966,3,8,93,9,1868,11,0.0,6004,2024-05-16 18:35:18
14,6980,13,14,6974,6967,4,13,95,13,586,14,0.0,6005,2024-05-16 18:36:17
10,6979,8,9,6973,6966,3,9,94,9,1407,15,0.0,6009,2024-05-16 18:37:18
9,6976,8,9,6970,6964,3,8,92,9,821,5,0.0,5999,2024-05-16 18:38:19
6,6977,0,6,6970,6963,3,5,87,6,10000,10,0.0,5981,2024-05-16 18:39:19
9,6973,6,8,6967,6960,3,8,93,9,1630,7,0.0,5989,2024-05-16 18:40:20
10,6976,8,9,6969,6962,3,9,94,10,932,15,0.0,6005,2024-05-16 18:41:20
9,6979,6,8,6972,6966,3,8,93,9,1782,12,0.0,5994,2024-05-16 18:42:20
9,6975,6,8,6969,6964,3,8,94,9,1741,13,0.0,6011,2024-05-16 18:43:21
27,6975,27,27,6969,6963,6,24,97,25,78,9,0.0,6013,2024-05-16 18:44:21
9,6978,6,8,6971,6964,3,8,94,9,1858,11,0.0,6010,2024-05-16 18:45:21
9,6998,6,8,6992,6985,3,8,94,9,1888,5,0.0,6004,2024-05-16 18:46:22
6,6976,0,5,6970,6964,3,5,100,6,10000,14,0.0,6005,2024-05-16 18:47:22
9,6976,6,8,6969,6962,3,8,94,9,1686,12,0.0,6000,2024-05-16 18:48:22
19,6973,19,19,6972,6966,4,17,96,18,305,5,0.0,6009,2024-05-16 18:49:23
9,6973,6,8,6966,6960,3,8,94,9,1947,12,0.0,5997,2024-05-16 18:50:23
24,6964,22,23,6958,6952,5,21,96,22,552,3,0.0,6038,2024-05-16 18:51:23
9,6977,6,8,6972,6966,3,8,94,9,1997,3,0.0,6012,2024-05-16 18:52:24
9,6975,6,8,6968,6962,3,8,94,9,1794,6,0.0,6006,2024-05-16 18:53:24
9,6978,6,8,6971,6964,3,8,94,9,1710,13,0.0,6011,2024-05-16 18:54:24
9,6978,6,8,6972,6965,3,8,94,9,1863,13,0.0,6006,2024-05-16 18:55:24
9,6978,6,8,6971,6964,3,8,94,9,1841,15,0.0,6004,2024-05-16 18:56:24
0,6977,0,0,6970,6963,1,3,100,3,0,17,0.0,6005,2024-05-16 18:57:25
0,6975,0,0,6969,6963,1,2,100,3,0,14,0.0,6006,2024-05-16 18:58:25
0,6977,0,0,6972,6966,1,2,100,2,0,8,0.0,6004,2024-05-16 19:00:27
0,6977,0,0,6970,6964,1,2,100,2,0,14,0.0,6006,2024-05-16 19:01:27
0,6976,0,0,6971,6965,1,2,100,2,0,13,0.0,6006,2024-05-16 19:02:28
0,6976,0,0,6971,6965,1,2,100,2,0,11,0.0,6006,2024-05-16 19:03:28
0,6975,0,0,6970,6964,1,2,100,2,0,10,0.0,6005,2024-05-16 19:04:27
0,6979,0,0,6973,6966,1,2,100,2,0,8,0.0,6007,2024-05-16 19:05:28
0,6978,0,0,6971,6965,1,2,100,2,0,8,0.0,5998,2024-05-16 19:06:28
30,6981,29,30,6974,6968,6,25,97,26,261,12,0.0,6008,2024-05-16 19:07:28
9,6976,6,8,6969,6963,3,8,93,9,1960,11,0.0,5997,2024-05-16 19:08:29
9,6976,6,8,6968,6961,3,8,93,9,1927,15,0.0,5987,2024-05-16 19:09:29
9,6976,6,8,6969,6962,3,8,94,9,1566,15,0.0,6014,2024-05-16 19:10:29
9,6979,6,8,6972,6965,3,8,94,9,1805,12,0.0,6011,2024-05-16 19:11:30
9,6977,6,8,6969,6962,3,8,94,9,1894,16,0.0,6000,2024-05-16 19:12:30
9,6981,6,8,6975,6968,3,8,94,9,1597,15,0.0,5992,2024-05-16 19:13:30
9,6975,6,8,6970,6964,3,8,94,9,1855,8,0.0,6007,2024-05-16 19:14:31
9,6975,6,8,6969,6962,3,8,94,9,1692,13,0.0,6006,2024-05-16 19:15:31
9,6979,6,8,6973,6966,3,8,94,9,1703,9,0.0,6004,2024-05-16 19:16:31
9,6976,6,8,6969,6962,3,8,94,9,1799,9,0.0,6012,2024-05-16 19:17:31
9,6977,6,8,6970,6964,3,8,94,9,1750,6,0.0,6009,2024-05-16 19:18:31
9,6976,6,8,6970,6963,3,8,93,9,1860,13,0.0,6009,2024-05-16 19:19:31
9,6977,7,8,6970,6963,3,8,93,9,1231,15,0.0,6010,2024-05-16 19:20:32
10,6978,8,9,6971,6964,3,9,94,9,911,11,0.0,6010,2024-05-16 19:21:32
11,6977,10,10,6970,6964,3,9,94,10,547,6,0.0,6011,2024-05-16 19:22:32
9,6976,6,8,6969,6963,3,8,94,9,1776,5,0.0,6010,2024-05-16 19:23:33
9,6976,6,8,6969,6962,3,8,94,9,2009,12,0.0,6009,2024-05-16 19:24:33
9,6976,6,8,6970,6964,3,8,94,9,1949,10,0.0,6008,2024-05-16 19:25:33
9,6975,7,8,6969,6963,3,8,93,9,1434,9,0.0,6006,2024-05-16 19:26:34
9,6977,6,8,6971,6964,3,8,94,9,1672,11,0.0,6006,2024-05-16 19:27:34
9,6975,6,8,6969,6963,3,8,94,9,1791,5,0.0,6009,2024-05-16 19:28:34
9,6977,6,8,6971,6964,3,8,94,9,2021,9,0.0,6008,2024-05-16 19:29:34
9,6974,6,8,6968,6962,3,8,94,9,1621,5,0.0,6003,2024-05-16 19:30:34
9,6976,6,8,6970,6964,3,8,94,9,1943,8,0.0,6006,2024-05-16 19:31:34
9,6976,6,8,6969,6963,3,8,94,9,1652,6,0.0,5997,2024-05-16 19:32:35
9,6976,6,8,6969,6962,3,8,94,9,1905,13,0.0,6007,2024-05-16 19:33:35
20,6981,19,19,6974,6966,5,16,96,17,198,15,0.0,5959,2024-05-16 19:34:35
8,6977,6,8,6969,6962,3,8,92,8,1611,10,0.0,5998,2024-05-16 19:35:36
11,6977,11,11,6971,6965,3,10,94,11,256,4,0.0,6022,2024-05-16 19:36:36
9,6977,6,8,6971,6964,3,8,94,9,1717,11,0.0,6013,2024-05-16 19:37:36
26,6976,25,25,6970,6964,5,23,97,23,284,10,0.0,6010,2024-05-16 19:38:36
9,6975,6,8,6969,6962,3,8,94,9,1602,13,0.0,6004,2024-05-16 19:39:36
9,6976,6,8,6970,6964,3,8,94,9,1925,14,0.0,6003,2024-05-16 19:40:36
9,6978,6,8,6971,6965,3,8,94,9,1900,11,0.0,6011,2024-05-16 19:41:37
9,6977,6,8,6971,6965,3,8,94,9,1878,9,0.0,6008,2024-05-16 19:42:37
9,6978,6,8,6971,6965,3,8,94,9,1782,5,0.0,6010,2024-05-16 19:43:37
9,6977,6,8,6971,6965,3,8,94,9,1645,5,0.0,6007,2024-05-16 19:44:37
9,6977,6,8,6971,6964,3,8,94,9,1871,6,0.0,6006,2024-05-16 19:45:37
9,6977,6,8,6971,6965,3,8,94,9,1979,12,0.0,5999,2024-05-16 19:46:37
10,6982,8,9,6976,6970,3,10,94,10,207,14,0.0,6017,2024-05-16 19:47:38
6,6980,0,5,6973,6966,3,5,100,6,10000,16,0.0,5993,2024-05-16 19:48:38
9,6978,6,8,6971,6964,3,8,93,9,1872,11,0.0,6008,2024-05-16 19:49:39
10,6978,9,9,6971,6965,3,9,93,9,159,5,0.0,6008,2024-05-16 19:50:39
9,6976,6,8,6969,6963,3,8,93,9,1917,5,0.0,6003,2024-05-16 19:51:39
9,6976,6,8,6969,6961,3,8,94,9,1878,15,0.0,6011,2024-05-16 19:52:40
9,6977,6,8,6971,6964,3,8,93,9,1640,11,0.0,6004,2024-05-16 19:53:40
9,6978,6,8,6972,6966,3,8,93,9,1878,4,0.0,6003,2024-05-16 19:54:40
9,6977,8,9,6971,6964,3,8,93,9,787,16,0.0,6007,2024-05-16 19:55:41
9,6975,7,8,6969,6963,3,8,94,9,1489,11,0.0,6006,2024-05-16 19:56:41
9,6975,7,8,6969,6963,3,8,94,9,1421,12,0.0,6005,2024-05-16 19:57:42
9,6976,6,8,6969,6962,3,8,93,9,1752,15,0.0,6006,2024-05-16 19:58:43
9,6975,6,8,6969,6963,3,8,94,9,2001,7,0.0,6006,2024-05-16 20:00:43
9,6977,8,9,6971,6965,3,9,93,9,874,6,0.0,6007,2024-05-16 20:01:43
9,6975,6,8,6970,6964,3,8,94,9,1848,4,0.0,6007,2024-05-16 20:02:43
9,6975,6,8,6970,6964,3,8,93,9,1776,10,0.0,6009,2024-05-16 20:03:44
10,6976,9,10,6969,6963,3,9,94,9,85,13,0.0,6009,2024-05-16 20:04:44
10,6977,9,10,6971,6964,3,9,94,10,615,10,0.0,6009,2024-05-16 20:05:44
9,6976,8,9,6970,6963,3,8,94,9,696,7,0.0,6010,2024-05-16 20:06:45
9,6977,6,8,6971,6965,3,8,94,9,1880,7,0.0,6009,2024-05-16 20:07:45
9,6976,6,8,6969,6963,3,8,94,9,1827,8,0.0,6010,2024-05-16 20:08:45
9,6977,7,8,6971,6965,3,8,94,9,1546,14,0.0,6009,2024-05-16 20:09:45
9,6976,9,9,6970,6964,3,9,94,9,622,6,0.0,6009,2024-05-16 20:10:45
9,6976,6,8,6970,6964,3,8,94,9,1668,9,0.0,6009,2024-05-16 20:11:46
9,6976,7,8,6969,6962,3,9,93,9,954,14,0.0,6011,2024-05-16 20:12:46
10,6978,8,9,6971,6965,3,8,94,9,1209,6,0.0,6011,2024-05-16 20:13:46
10,6977,8,9,6971,6964,3,8,94,9,976,6,0.0,6011,2024-05-16 20:14:47
9,6977,6,8,6970,6963,3,8,94,9,1905,15,0.0,6010,2024-05-16 20:15:47
9,6977,7,8,6970,6963,3,8,94,9,1550,6,0.0,6012,2024-05-16 20:16:47
27,6975,26,27,6968,6961,5,22,97,23,242,6,0.0,6013,2024-05-16 20:17:47
9,6975,6,8,6968,6962,3,8,94,9,1851,6,0.0,6014,2024-05-16 20:18:47
9,6974,6,8,6968,6961,3,8,94,9,1810,16,0.0,6006,2024-05-16 20:19:48
9,6976,6,8,6969,6962,3,8,94,9,1770,6,0.0,5995,2024-05-16 20:20:48
9,6975,6,8,6968,6962,3,8,94,9,1787,8,0.0,6004,2024-05-16 20:21:48
9,6975,6,8,6968,6962,3,8,94,9,1775,8,0.0,5992,2024-05-16 20:22:48
9,6976,6,8,6969,6963,3,8,93,8,2020,6,0.0,6005,2024-05-16 20:23:48
9,6978,6,8,6971,6964,3,8,94,9,1546,16,0.0,6003,2024-05-16 20:24:49
9,6978,6,8,6972,6966,3,8,94,9,2002,8,0.0,6004,2024-05-16 20:25:49
9,6975,6,8,6969,6962,3,8,94,9,1748,13,0.0,6006,2024-05-16 20:26:49
9,6978,6,8,6971,6964,3,8,94,9,1733,8,0.0,6004,2024-05-16 20:27:49
9,6976,8,9,6970,6964,3,9,93,10,391,9,0.0,6006,2024-05-16 20:28:49
9,6976,7,8,6970,6964,3,8,93,8,728,4,0.0,6006,2024-05-16 20:29:50
9,6975,6,8,6969,6963,3,8,94,9,1887,10,0.0,6006,2024-05-16 20:30:50
9,6977,8,8,6970,6963,3,9,94,9,598,15,0.0,6006,2024-05-16 20:31:50
10,6976,8,9,6969,6963,3,8,94,9,892,5,0.0,6006,2024-05-16 20:32:51
9,6977,6,8,6971,6964,3,8,93,9,1764,9,0.0,6008,2024-05-16 20:33:51
9,6977,8,9,6971,6964,3,9,94,9,965,14,0.0,6008,2024-05-16 20:34:51
12,6976,10,11,6970,6964,3,9,94,10,601,13,0.0,6008,2024-05-16 20:35:52
9,6976,6,8,6970,6964,3,8,94,9,1698,5,0.0,6009,2024-05-16 20:36:52
9,6977,7,8,6971,6965,3,8,93,9,1389,7,0.0,6009,2024-05-16 20:37:52
11,6977,10,10,6971,6965,3,10,94,11,391,9,0.0,6010,2024-05-16 20:38:53
9,6978,7,8,6971,6964,3,8,93,9,1437,10,0.0,6010,2024-05-16 20:39:53
10,6979,9,9,6972,6966,3,9,94,9,1143,14,0.0,6011,2024-05-16 20:40:53
9,6979,6,8,6972,6965,3,8,93,8,1781,13,0.0,6011,2024-05-16 20:41:54
9,6978,6,8,6972,6965,3,8,94,9,1832,6,0.0,6008,2024-05-16 20:42:54
9,6977,6,8,6971,6965,3,8,94,9,1836,5,0.0,6009,2024-05-16 20:43:54
9,6979,6,8,6972,6966,3,8,94,9,1813,16,0.0,6007,2024-05-16 20:44:54
9,6977,6,8,6971,6964,3,8,94,9,1836,11,0.0,6008,2024-05-16 20:45:54
9,6979,6,8,6972,6965,3,8,94,9,1897,8,0.0,6008,2024-05-16 20:46:54
14,6976,6,12,6969,6962,2,13,98,14,4358,15,0.0,6005,2024-05-16 20:47:55
9,6976,6,8,6970,6963,3,8,94,9,1759,15,0.0,6008,2024-05-16 20:48:55
9,6976,6,8,6970,6964,3,8,94,9,1875,6,0.0,6007,2024-05-16 20:49:55
9,6979,6,8,6972,6965,3,8,94,9,1831,6,0.0,6004,2024-05-16 20:50:55
10,6978,8,9,6971,6964,3,9,93,9,1233,15,0.0,6006,2024-05-16 20:51:55
9,6976,6,8,6969,6963,3,8,93,9,1727,9,0.0,6005,2024-05-16 20:52:56
