1-3-12_v,1-3-9_v,1-3-13_v,1-3-8_v,1-3-10_v,1-3-7_v,1-3-11_v,1-3-6_v,1-3-5_v,1-3-4_v,1-3-3_v,1-3-2_v,1-3-1_v,1-3-0_v,csvTime
1684,95,0.0,9,6007,2,14,8,6,8,9,6966,6972,6978,2024-05-16 16:28:42
1698,95,0.0,9,6005,2,14,8,6,8,9,6965,6971,6977,2024-05-16 16:29:42
1719,95,0.0,9,6011,2,6,8,6,8,9,6966,6971,6977,2024-05-16 16:30:42
1665,95,0.0,9,6004,2,9,8,6,8,9,6964,6971,6977,2024-05-16 16:31:42
1717,95,0.0,9,6002,2,5,8,6,8,9,6965,6970,6975,2024-05-16 16:32:43
56,97,0.0,29,6003,6,7,29,31,31,31,6964,6970,6975,2024-05-16 16:33:43
1692,95,0.0,9,6006,2,8,8,6,8,9,6965,6970,6976,2024-05-16 16:34:43
1617,95,0.0,9,5999,2,3,8,6,8,9,6964,6969,6975,2024-05-16 16:35:44
982,95,0.0,9,6006,3,11,9,8,9,9,6965,6972,6978,2024-05-16 16:36:44
1725,95,0.0,9,6005,2,5,8,6,8,9,6966,6972,6978,2024-05-16 16:37:44
1578,95,0.0,9,6006,2,10,9,6,8,9,6965,6971,6978,2024-05-16 16:38:45
1767,95,0.0,9,6007,2,9,8,6,8,9,6965,6971,6977,2024-05-16 16:39:45
1311,95,0.0,9,6006,2,4,9,6,8,9,6965,6970,6975,2024-05-16 16:40:45
1581,95,0.0,9,6008,2,4,8,7,8,9,6966,6971,6976,2024-05-16 16:41:46
1712,95,0.0,9,6009,2,4,8,6,8,9,6965,6970,6975,2024-05-16 16:42:46
1727,95,0.0,9,6009,2,6,8,6,8,9,6965,6970,6976,2024-05-16 16:43:46
1398,95,0.0,9,6009,2,12,8,7,8,9,6966,6971,6977,2024-05-16 16:44:46
1638,95,0.0,9,6009,2,13,8,6,8,9,6965,6971,6976,2024-05-16 16:45:46
1692,95,0.0,9,6007,2,10,8,6,8,9,6966,6972,6979,2024-05-16 16:46:46
1741,95,0.0,9,5998,2,8,8,6,8,9,6965,6971,6976,2024-05-16 16:47:47
1695,95,0.0,9,6016,2,12,8,6,8,9,6961,6967,6972,2024-05-16 16:48:47
1647,95,0.0,9,6010,2,4,8,6,8,9,6965,6971,6977,2024-05-16 16:49:47
1706,95,0.0,9,6004,2,3,8,6,8,9,6967,6972,6978,2024-05-16 16:50:47
1702,95,0.0,9,5994,2,12,8,6,8,9,6964,6969,6974,2024-05-16 16:51:47
1625,95,0.0,9,5999,2,14,8,6,8,9,6964,6970,6976,2024-05-16 16:52:48
452,95,0.0,10,6006,3,8,10,10,11,11,6963,6970,6976,2024-05-16 16:53:48
967,95,0.0,9,6009,2,10,9,7,9,9,6963,6969,6975,2024-05-16 16:54:48
1424,95,0.0,9,6012,2,13,9,7,8,9,6963,6969,6974,2024-05-16 16:55:49
1742,95,0.0,9,6013,2,3,8,6,8,9,6965,6970,6975,2024-05-16 16:56:49
521,95,0.0,9,6011,3,3,9,8,9,9,6965,6971,6977,2024-05-16 16:57:49
328,95,0.0,10,6011,3,11,9,9,9,9,6966,6972,6978,2024-05-16 16:58:50
1197,95,0.0,9,6005,2,9,9,7,8,9,6963,6969,6976,2024-05-16 17:00:50
1722,95,0.0,9,6012,2,11,8,6,8,9,6968,6974,6981,2024-05-16 17:01:50
1682,95,0.0,9,6008,2,15,9,6,8,9,6964,6971,6977,2024-05-16 17:02:50
1759,95,0.0,9,6011,2,6,8,6,8,9,6966,6972,6977,2024-05-16 17:03:51
1737,95,0.0,9,6011,2,3,8,6,8,9,6965,6970,6976,2024-05-16 17:04:51
1754,95,0.0,9,5995,2,9,8,6,8,9,6964,6970,6975,2024-05-16 17:05:51
1697,95,0.0,9,6008,2,8,8,6,8,9,6967,6973,6978,2024-05-16 17:06:51
1698,95,0.0,9,6008,2,13,8,6,8,9,6965,6971,6976,2024-05-16 17:07:51
1630,95,0.0,9,5993,2,11,8,6,8,9,6964,6970,6975,2024-05-16 17:08:52
159,97,0.0,17,6001,4,7,16,17,17,16,6964,6969,6974,2024-05-16 17:09:52
1715,95,0.0,9,6009,2,9,8,6,8,9,6964,6970,6976,2024-05-16 17:10:52
1721,95,0.0,9,6008,2,15,8,6,8,9,6964,6970,6977,2024-05-16 17:11:52
1732,95,0.0,9,6007,2,11,8,6,8,9,6964,6971,6977,2024-05-16 17:12:53
1692,95,0.0,9,6008,2,14,8,6,8,9,6965,6971,6976,2024-05-16 17:13:53
442,97,0.0,19,6006,4,4,18,22,21,21,6967,6973,6978,2024-05-16 17:14:53
1722,95,0.0,9,6007,2,8,8,6,8,9,6965,6971,6977,2024-05-16 17:15:53
1637,95,0.0,9,6008,2,3,8,6,8,9,6966,6971,6976,2024-05-16 17:16:53
1692,95,0.0,9,6007,2,4,8,6,8,9,6967,6972,6977,2024-05-16 17:17:54
1558,95,0.0,9,6005,2,5,8,7,8,9,6967,6973,6979,2024-05-16 17:18:54
1690,95,0.0,9,6008,2,5,8,6,8,9,6965,6971,6976,2024-05-16 17:19:54
10000,100,0.0,3,6007,1,4,3,0,0,4,6967,6972,6977,2024-05-16 17:20:54
1784,95,0.0,9,6011,2,5,9,7,8,9,6965,6970,6976,2024-05-16 17:21:55
1572,95,0.0,9,6003,2,8,8,6,8,9,6965,6971,6976,2024-05-16 17:22:55
362,95,0.0,11,6009,3,9,11,11,11,11,6964,6969,6975,2024-05-16 17:23:55
1639,95,0.0,9,6010,2,3,8,6,8,9,6966,6971,6977,2024-05-16 17:24:55
121,96,0.0,14,6012,3,13,14,14,14,14,6965,6970,6975,2024-05-16 17:25:55
1669,95,0.0,9,6004,2,14,8,6,8,9,6964,6970,6975,2024-05-16 17:26:56
1703,95,0.0,9,6002,2,5,8,6,8,9,6964,6970,6975,2024-05-16 17:27:56
1666,95,0.0,9,5996,2,8,8,6,8,9,6964,6969,6974,2024-05-16 17:28:56
1734,95,0.0,9,6004,2,13,8,6,8,9,6963,6969,6975,2024-05-16 17:29:56
1675,95,0.0,9,6000,2,14,8,6,8,9,6967,6973,6978,2024-05-16 17:30:57
248,96,0.0,12,6008,3,5,11,11,12,12,6966,6972,6977,2024-05-16 17:31:57
1088,95,0.0,9,6009,2,4,9,7,8,9,6965,6970,6975,2024-05-16 17:32:57
1600,95,0.0,9,6009,2,13,8,6,8,9,6964,6970,6976,2024-05-16 17:33:58
1742,95,0.0,9,6007,2,13,8,6,8,9,6964,6970,6976,2024-05-16 17:34:58
1740,95,0.0,9,6006,2,14,8,6,8,9,6964,6970,6975,2024-05-16 17:35:58
1657,95,0.0,9,6002,2,11,8,6,8,9,6963,6968,6974,2024-05-16 17:36:58
1720,95,0.0,9,6004,2,14,8,6,8,9,6963,6969,6974,2024-05-16 17:37:58
50,95,0.0,10,6008,3,11,9,10,10,10,6964,6971,6977,2024-05-16 17:38:59
1711,95,0.0,9,6008,2,12,8,6,8,9,6966,6972,6977,2024-05-16 17:39:59
1686,95,0.0,9,6009,2,6,8,6,8,9,6964,6969,6974,2024-05-16 17:40:59
1629,95,0.0,9,5999,2,6,9,6,8,9,6965,6971,6976,2024-05-16 17:42:00
1742,95,0.0,9,5996,2,10,8,6,8,9,6965,6970,6975,2024-05-16 17:43:00
134,95,0.0,12,6031,3,0,11,13,13,13,6964,6968,6973,2024-05-16 17:44:00
39,97,0.0,45,5997,10,13,44,45,45,45,6967,6973,6978,2024-05-16 17:45:01
1168,94,0.0,8,6002,3,10,8,7,8,8,6967,6972,6977,2024-05-16 17:46:01
478,95,0.0,10,6006,3,11,10,10,10,11,6965,6971,6977,2024-05-16 17:47:01
1739,95,0.0,9,6005,2,13,8,6,8,9,6965,6971,6977,2024-05-16 17:48:01
1710,94,0.0,9,6004,2,5,8,6,8,9,6969,6975,6980,2024-05-16 17:49:02
1715,95,0.0,9,6007,2,12,8,6,8,9,6964,6969,6975,2024-05-16 17:50:02
1681,95,0.0,9,6008,2,8,8,6,8,9,6963,6968,6972,2024-05-16 17:51:02
1600,95,0.0,9,6008,2,9,8,6,8,9,6965,6971,6977,2024-05-16 17:52:02
1721,95,0.0,9,6010,2,4,8,6,8,9,6963,6968,6973,2024-05-16 17:53:03
1720,95,0.0,9,6009,2,4,8,6,8,9,6965,6971,6976,2024-05-16 17:54:03
1551,95,0.0,9,6009,2,3,8,6,8,9,6966,6971,6977,2024-05-16 17:55:03
1606,95,0.0,9,6001,2,12,8,6,8,9,6964,6970,6975,2024-05-16 17:56:03
1332,95,0.0,9,6009,2,12,9,7,8,9,6964,6969,6974,2024-05-16 17:57:05
1002,95,0.0,9,6012,2,6,9,7,8,9,6967,6972,6977,2024-05-16 17:58:05
1676,95,0.0,9,6008,2,3,8,6,8,9,6967,6972,6977,2024-05-16 18:00:05
1228,94,0.0,9,6008,2,13,9,7,8,9,6967,6972,6977,2024-05-16 18:01:06
1748,95,0.0,9,6008,2,11,8,6,8,9,6967,6973,6979,2024-05-16 18:02:06
1638,95,0.0,9,6008,2,6,8,6,8,9,6966,6971,6976,2024-05-16 18:03:06
1624,95,0.0,9,6008,2,3,8,6,8,9,6967,6973,6978,2024-05-16 18:04:06
1686,95,0.0,9,6008,2,6,8,6,8,9,6968,6973,6978,2024-05-16 18:05:07
1017,95,0.0,9,6011,2,8,8,7,8,8,6965,6971,6976,2024-05-16 18:06:07
1721,95,0.0,9,6011,2,6,8,6,8,9,6966,6971,6977,2024-05-16 18:07:07
1701,95,0.0,9,6003,2,13,8,6,8,9,6964,6969,6975,2024-05-16 18:08:08
1705,95,0.0,9,6012,2,6,8,6,8,9,6964,6970,6975,2024-05-16 18:09:08
1648,95,0.0,9,5999,2,12,8,6,8,9,6966,6972,6977,2024-05-16 18:10:08
1672,95,0.0,9,6005,2,10,8,6,8,9,6963,6969,6974,2024-05-16 18:11:08
1703,95,0.0,9,5994,2,7,8,6,8,9,6962,6968,6973,2024-05-16 18:12:08
159,96,0.0,22,6002,5,3,22,24,24,24,6981,6986,6992,2024-05-16 18:13:08
405,95,0.0,10,6007,3,5,10,9,9,10,6964,6970,6976,2024-05-16 18:14:09
891,95,0.0,10,6009,3,14,10,8,9,10,6964,6970,6976,2024-05-16 18:15:09
1700,95,0.0,9,6012,2,10,8,6,8,9,6965,6971,6977,2024-05-16 18:16:10
1619,95,0.0,9,6004,2,10,8,6,8,9,6965,6971,6978,2024-05-16 18:17:10
1685,95,0.0,9,6011,2,15,8,6,8,9,6966,6972,6979,2024-05-16 18:18:10
1701,95,0.0,9,6010,2,9,8,6,8,9,6966,6972,6978,2024-05-16 18:19:10
1653,95,0.0,9,5997,2,5,8,6,8,9,6964,6970,6975,2024-05-16 18:20:11
1693,95,0.0,9,5980,2,11,8,6,8,9,6960,6966,6972,2024-05-16 18:21:11
1608,95,0.0,9,6003,2,8,8,6,8,9,6964,6970,6976,2024-05-16 18:22:12
1529,95,0.0,9,6002,2,9,9,7,8,9,6965,6971,6976,2024-05-16 18:23:12
1659,95,0.0,9,5994,2,14,8,6,8,9,6964,6969,6975,2024-05-16 18:24:12
871,95,0.0,10,6005,3,6,10,9,10,10,6964,6970,6976,2024-05-16 18:25:13
1724,95,0.0,9,6007,2,13,8,6,8,9,6965,6971,6977,2024-05-16 18:26:13
1750,95,0.0,9,6008,2,14,8,6,8,9,6966,6972,6978,2024-05-16 18:27:13
1685,95,0.0,9,6007,2,12,8,6,8,9,6964,6969,6975,2024-05-16 18:28:13
1425,95,0.0,9,6008,2,7,8,7,8,9,6963,6969,6975,2024-05-16 18:29:14
563,96,0.0,13,6008,3,7,13,14,14,14,6965,6970,6976,2024-05-16 18:30:14
1715,95,0.0,9,6006,2,2,8,6,8,9,6966,6972,6977,2024-05-16 18:31:14
205,97,0.0,31,6008,6,10,30,36,37,38,6965,6971,6977,2024-05-16 18:32:15
1190,95,0.0,9,6013,2,8,9,8,8,9,6967,6973,6978,2024-05-16 18:33:15
1728,95,0.0,9,6015,2,13,8,6,8,9,6966,6972,6978,2024-05-16 18:34:15
1686,95,0.0,9,5999,2,5,8,6,8,9,6965,6971,6976,2024-05-16 18:35:15
375,97,0.0,33,6012,7,13,32,35,34,34,6966,6972,6978,2024-05-16 18:36:15
1542,95,0.0,9,6011,2,12,9,7,8,9,6963,6969,6975,2024-05-16 18:37:16
1648,95,0.0,9,5992,2,12,8,6,8,9,6965,6971,6976,2024-05-16 18:38:16
141,97,0.0,21,5968,5,9,20,26,26,27,6967,6973,6979,2024-05-16 18:39:17
1719,95,0.0,9,6019,2,13,8,6,8,9,6965,6971,6977,2024-05-16 18:40:17
186,96,0.0,14,5996,3,7,14,15,15,14,6964,6970,6976,2024-05-16 18:41:18
1640,95,0.0,9,5971,2,7,8,6,8,9,6965,6971,6977,2024-05-16 18:42:18
962,95,0.0,9,6008,2,5,9,7,8,9,6964,6970,6977,2024-05-16 18:43:19
1742,95,0.0,9,6012,2,4,8,6,8,9,6963,6968,6973,2024-05-16 18:44:19
1676,95,0.0,9,6011,2,14,8,6,8,9,6963,6969,6975,2024-05-16 18:45:19
1585,95,0.0,9,6008,2,14,9,6,8,9,6965,6972,6978,2024-05-16 18:46:20
1715,95,0.0,9,6004,2,7,8,6,8,9,6965,6971,6977,2024-05-16 18:47:20
1740,95,0.0,9,5999,2,11,8,6,8,9,6964,6969,6975,2024-05-16 18:48:20
16,97,0.0,27,6008,6,5,26,29,29,29,6965,6971,6977,2024-05-16 18:49:21
1648,95,0.0,9,5992,2,13,8,6,8,9,6962,6968,6974,2024-05-16 18:50:21
1296,93,0.0,8,5990,3,5,7,6,7,8,6964,6969,6974,2024-05-16 18:51:21
1707,95,0.0,9,6011,2,13,8,6,8,9,6966,6972,6978,2024-05-16 18:52:22
1729,95,0.0,9,6005,2,6,8,6,8,9,6964,6969,6975,2024-05-16 18:53:22
1700,95,0.0,9,6011,2,3,8,6,8,9,6965,6971,6976,2024-05-16 18:54:22
1728,95,0.0,9,6007,2,5,8,6,8,9,6962,6968,6974,2024-05-16 18:55:22
1721,95,0.0,9,6005,2,14,8,6,8,9,6964,6970,6976,2024-05-16 18:56:22
1688,95,0.0,9,6004,2,6,8,6,8,9,6965,6970,6976,2024-05-16 18:57:23
1652,95,0.0,9,6005,2,13,8,6,8,9,6964,6969,6975,2024-05-16 18:58:23
1627,95,0.0,9,6002,2,5,8,6,8,9,6964,6971,6978,2024-05-16 19:00:23
0,100,0.0,3,6004,1,11,2,0,0,0,6965,6971,6978,2024-05-16 19:01:23
0,100,0.0,2,6004,1,10,2,0,0,0,6964,6970,6976,2024-05-16 19:02:24
0,100,0.0,2,6005,1,14,2,0,0,0,6963,6969,6976,2024-05-16 19:03:24
0,100,0.0,2,6006,1,10,2,0,0,0,6964,6970,6976,2024-05-16 19:04:24
0,100,0.0,2,6006,1,9,2,0,0,0,6965,6971,6977,2024-05-16 19:05:24
0,100,0.0,2,6002,1,10,2,0,0,0,6965,6970,6975,2024-05-16 19:06:24
0,100,0.0,2,6000,1,8,2,0,0,1,6973,6979,6984,2024-05-16 19:07:24
1663,95,0.0,9,5993,2,0,8,6,8,9,6966,6971,6976,2024-05-16 19:08:25
1629,95,0.0,9,5991,2,3,8,6,8,9,6965,6969,6974,2024-05-16 19:09:25
1692,95,0.0,9,6011,2,4,8,6,8,9,6966,6971,6977,2024-05-16 19:10:26
1686,95,0.0,9,6011,2,4,8,6,8,9,6966,6972,6978,2024-05-16 19:11:26
1740,95,0.0,9,6001,2,13,8,6,8,9,6964,6969,6975,2024-05-16 19:12:26
1704,95,0.0,9,6011,2,7,8,6,8,9,6966,6971,6977,2024-05-16 19:13:27
1728,95,0.0,9,6007,2,11,8,6,8,9,6965,6971,6977,2024-05-16 19:14:27
1648,95,0.0,9,6006,2,5,8,6,8,9,6964,6970,6976,2024-05-16 19:15:27
1675,95,0.0,9,6008,2,15,8,6,8,9,6963,6969,6975,2024-05-16 19:16:27
1762,95,0.0,9,6012,2,4,8,6,8,9,6966,6971,6977,2024-05-16 19:17:27
1741,95,0.0,9,6010,2,8,8,6,8,9,6965,6971,6976,2024-05-16 19:18:27
984,95,0.0,9,6009,2,11,9,7,8,9,6965,6970,6976,2024-05-16 19:19:27
238,95,0.0,9,6010,2,5,8,9,9,9,6964,6969,6975,2024-05-16 19:20:28
1529,95,0.0,9,6009,2,7,8,6,8,9,6964,6970,6976,2024-05-16 19:21:28
1689,95,0.0,9,6009,2,9,8,6,8,9,6964,6970,6975,2024-05-16 19:22:28
1646,95,0.0,9,6010,2,5,8,6,8,9,6963,6969,6974,2024-05-16 19:23:29
1755,95,0.0,9,6009,2,14,8,6,8,9,6964,6970,6977,2024-05-16 19:24:29
1709,95,0.0,9,6008,2,8,8,6,8,9,6963,6968,6974,2024-05-16 19:25:29
1792,95,0.0,9,6013,2,6,8,6,8,9,6964,6970,6976,2024-05-16 19:26:30
1741,95,0.0,9,6007,2,12,8,6,8,9,6962,6968,6974,2024-05-16 19:27:30
1603,95,0.0,9,6010,2,12,8,6,8,9,6964,6970,6976,2024-05-16 19:28:30
1722,95,0.0,9,6007,2,6,8,6,8,9,6965,6971,6976,2024-05-16 19:29:30
1590,95,0.0,9,6002,2,13,8,7,8,9,6963,6969,6975,2024-05-16 19:30:30
1738,95,0.0,9,6005,2,7,8,6,8,9,6965,6971,6977,2024-05-16 19:31:31
1721,95,0.0,9,5993,2,13,8,6,8,9,6964,6970,6975,2024-05-16 19:32:31
1726,95,0.0,9,6004,2,5,8,6,8,9,6965,6970,6976,2024-05-16 19:33:31
1262,95,0.0,9,5999,2,3,9,7,8,9,6972,6977,6981,2024-05-16 19:34:31
10000,100,0.0,6,5969,2,10,5,0,5,6,6962,6967,6972,2024-05-16 19:35:32
1593,94,0.0,9,6020,2,5,8,6,8,9,6967,6972,6977,2024-05-16 19:36:32
1723,95,0.0,9,6014,2,5,8,6,8,9,6965,6970,6976,2024-05-16 19:37:32
1730,95,0.0,9,6010,2,12,8,6,8,9,6965,6970,6976,2024-05-16 19:38:32
1699,95,0.0,9,6001,2,5,8,6,8,9,6963,6968,6974,2024-05-16 19:39:32
1721,95,0.0,9,6006,2,14,8,6,8,9,6965,6971,6977,2024-05-16 19:40:32
1695,95,0.0,9,6010,2,5,8,6,8,9,6966,6971,6976,2024-05-16 19:41:33
1710,95,0.0,9,6008,2,3,8,6,8,9,6964,6969,6975,2024-05-16 19:42:33
1731,95,0.0,9,6013,2,14,8,6,8,9,6972,6977,6983,2024-05-16 19:43:33
1735,95,0.0,9,6006,2,13,8,6,8,9,6964,6970,6976,2024-05-16 19:44:33
1727,95,0.0,9,6006,2,4,8,6,8,9,6967,6972,6977,2024-05-16 19:45:33
1720,95,0.0,9,6000,2,4,8,6,8,9,6966,6971,6976,2024-05-16 19:46:34
1717,95,0.0,9,6006,2,8,8,6,8,9,6967,6973,6978,2024-05-16 19:47:34
199,96,0.0,14,5957,3,14,13,15,16,16,6972,6978,6983,2024-05-16 19:48:34
1724,95,0.0,9,6006,2,13,8,6,8,9,6967,6973,6979,2024-05-16 19:49:35
30,97,0.0,30,6001,6,10,29,33,33,33,6968,6974,6980,2024-05-16 19:50:35
1683,95,0.0,9,5997,2,10,8,6,8,9,6966,6972,6977,2024-05-16 19:51:35
1693,95,0.0,9,6005,2,11,8,6,8,9,6965,6971,6977,2024-05-16 19:52:36
958,94,0.0,9,6007,2,8,8,7,8,9,6965,6972,6978,2024-05-16 19:53:36
1713,95,0.0,9,6005,2,13,8,6,8,9,6966,6972,6977,2024-05-16 19:54:36
1564,95,0.0,9,6005,2,10,8,6,8,9,6964,6969,6975,2024-05-16 19:55:37
1139,95,0.0,9,6005,2,10,8,7,8,9,6964,6970,6976,2024-05-16 19:56:38
1228,95,0.0,9,6006,2,10,9,7,8,9,6965,6971,6977,2024-05-16 19:57:38
519,95,0.0,9,6005,2,9,9,8,9,9,6963,6970,6976,2024-05-16 19:58:38
1690,95,0.0,9,6005,2,15,8,6,8,9,6964,6971,6977,2024-05-16 20:00:39
1565,95,0.0,9,6005,2,5,9,7,8,9,6965,6971,6976,2024-05-16 20:01:39
968,95,0.0,9,6007,2,5,9,8,8,9,6965,6971,6977,2024-05-16 20:02:39
1290,94,0.0,9,6009,2,8,8,7,8,9,6963,6970,6976,2024-05-16 20:03:40
474,95,0.0,10,6008,3,13,10,9,10,10,6963,6969,6975,2024-05-16 20:04:40
68,95,0.0,12,6009,3,4,11,11,11,12,6967,6973,6978,2024-05-16 20:05:40
1570,95,0.0,9,6009,2,9,8,7,8,9,6966,6971,6976,2024-05-16 20:06:41
1803,95,0.0,9,6009,2,5,8,6,8,9,6963,6969,6976,2024-05-16 20:07:41
1616,95,0.0,9,6009,2,13,8,6,8,9,6966,6972,6978,2024-05-16 20:08:41
1658,95,0.0,9,6009,2,4,8,6,8,9,6966,6971,6976,2024-05-16 20:09:41
1512,95,0.0,9,6009,2,11,9,7,8,9,6964,6970,6975,2024-05-16 20:10:41
1196,95,0.0,9,6008,2,14,8,7,8,9,6963,6970,6976,2024-05-16 20:11:42
1622,95,0.0,9,6010,2,15,8,6,8,9,6963,6969,6975,2024-05-16 20:12:42
88,95,0.0,10,6011,3,5,9,10,10,10,6964,6970,6976,2024-05-16 20:13:42
1176,95,0.0,9,6010,2,11,9,7,8,9,6965,6971,6976,2024-05-16 20:14:43
1710,95,0.0,9,6010,2,6,8,6,8,9,6964,6969,6974,2024-05-16 20:15:43
1728,95,0.0,9,6011,2,5,8,6,8,9,6964,6969,6975,2024-05-16 20:16:43
169,97,0.0,27,6011,5,12,27,28,28,28,6965,6970,6975,2024-05-16 20:17:43
1662,95,0.0,9,6014,2,8,8,6,8,9,6961,6966,6972,2024-05-16 20:18:43
1724,95,0.0,9,6004,2,3,8,6,8,9,6966,6971,6976,2024-05-16 20:19:44
1715,95,0.0,9,5998,2,3,8,6,8,9,6964,6968,6973,2024-05-16 20:20:44
1608,95,0.0,9,6009,2,5,8,6,8,9,6961,6967,6973,2024-05-16 20:21:44
1629,95,0.0,9,5995,2,11,8,6,8,9,6963,6968,6973,2024-05-16 20:22:44
782,95,0.0,9,6007,2,10,9,7,8,9,6960,6966,6971,2024-05-16 20:23:44
1732,95,0.0,9,6005,2,9,8,6,8,9,6965,6970,6976,2024-05-16 20:24:45
1537,95,0.0,9,6004,2,13,8,6,8,9,6964,6970,6976,2024-05-16 20:25:45
1692,95,0.0,9,6004,2,12,8,6,8,9,6965,6970,6975,2024-05-16 20:26:45
1687,95,0.0,9,6004,2,4,8,6,8,9,6965,6970,6976,2024-05-16 20:27:45
1710,95,0.0,9,6008,2,11,8,6,8,9,6963,6969,6974,2024-05-16 20:28:45
1648,95,0.0,9,6005,2,11,8,6,8,9,6965,6971,6976,2024-05-16 20:29:46
767,95,0.0,9,6006,2,14,9,8,8,9,6964,6970,6976,2024-05-16 20:30:46
220,95,0.0,10,6007,2,12,9,8,9,9,6963,6970,6977,2024-05-16 20:31:46
199,95,0.0,11,6006,3,13,11,11,11,11,6964,6970,6976,2024-05-16 20:32:46
573,95,0.0,12,6008,3,8,11,11,12,12,6963,6969,6975,2024-05-16 20:33:47
857,95,0.0,10,6008,3,8,9,8,9,10,6965,6971,6977,2024-05-16 20:34:47
899,95,0.0,9,6008,2,12,9,7,8,9,6964,6969,6975,2024-05-16 20:35:48
1258,94,0.0,9,6009,2,5,8,7,8,9,6962,6968,6974,2024-05-16 20:36:48
801,95,0.0,10,6010,3,16,10,9,10,11,6964,6970,6977,2024-05-16 20:37:48
1735,95,0.0,9,6010,2,8,8,6,8,9,6967,6973,6979,2024-05-16 20:38:49
880,95,0.0,9,6010,3,13,9,8,9,9,6966,6972,6978,2024-05-16 20:39:49
887,95,0.0,9,6011,3,12,9,8,9,10,6966,6971,6977,2024-05-16 20:40:49
203,95,0.0,11,6011,3,6,10,9,10,10,6965,6970,6975,2024-05-16 20:41:50
770,95,0.0,9,6009,2,11,9,7,8,9,6966,6971,6977,2024-05-16 20:42:50
1703,95,0.0,9,6008,2,5,8,6,8,9,6967,6973,6978,2024-05-16 20:43:50
1654,95,0.0,9,6008,2,7,8,6,8,9,6966,6971,6976,2024-05-16 20:44:50
1575,95,0.0,9,6007,2,5,8,6,8,9,6965,6971,6977,2024-05-16 20:45:51
1648,95,0.0,9,6007,2,9,8,6,8,9,6965,6971,6976,2024-05-16 20:46:50
1694,95,0.0,9,6004,2,13,8,6,8,9,6964,6970,6976,2024-05-16 20:47:51
1693,95,0.0,9,6007,2,11,8,6,8,9,6965,6970,6976,2024-05-16 20:48:51
1681,95,0.0,9,6007,2,6,8,6,8,9,6964,6969,6975,2024-05-16 20:49:51
1715,95,0.0,9,6009,2,5,8,6,8,9,6966,6971,6976,2024-05-16 20:50:51
35,96,0.0,18,6009,4,13,18,18,18,18,6964,6970,6976,2024-05-16 20:51:51
573,95,0.0,9,6004,3,13,9,8,9,10,6962,6969,6976,2024-05-16 20:52:52
