csvTime,P4_15,P4_16
2024-05-16 17:24:46,1067,1
2024-05-16 17:25:47,1065,5
2024-05-16 17:26:47,1072,22
2024-05-16 17:27:47,1141,129
2024-05-16 17:28:47,1205,255
2024-05-16 17:29:46,1112,149
2024-05-16 17:30:47,1072,107
2024-05-16 17:31:47,1058,5
2024-05-16 17:32:46,1060,3
2024-05-16 17:33:47,1057,4
2024-05-16 17:34:47,1047,17
2024-05-16 17:35:46,1053,21
2024-05-16 17:36:47,1079,69
2024-05-16 17:37:46,1076,70
2024-05-16 17:38:47,1044,29
2024-05-16 17:39:47,1047,0
2024-05-16 17:40:47,1070,1
2024-05-16 17:41:47,1196,235
2024-05-16 17:42:46,1162,233
2024-05-16 17:43:46,958,1
2024-05-16 17:44:47,1159,365
2024-05-16 17:45:47,1074,101
2024-05-16 17:46:47,948,3
2024-05-16 17:47:47,1147,167
2024-05-16 17:48:47,1076,72
2024-05-16 17:49:46,1030,20
2024-05-16 17:50:47,1050,27
2024-05-16 17:51:47,1036,5
2024-05-16 17:52:47,1038,5
2024-05-16 17:53:46,1041,7
2024-05-16 17:54:47,1044,1
2024-05-16 17:55:47,1136,191
2024-05-16 17:56:47,1041,11
2024-05-16 17:57:47,1084,13
2024-05-16 17:58:47,1054,11
2024-05-16 18:00:47,1043,13
2024-05-16 18:01:46,1040,9
2024-05-16 18:02:47,1039,11
2024-05-16 18:03:47,1037,9
2024-05-16 18:04:46,1040,9
2024-05-16 18:05:47,1075,0
2024-05-16 18:06:47,1055,3
2024-05-16 18:07:47,1133,133
2024-05-16 18:08:46,1054,0
2024-05-16 18:09:47,1087,92
2024-05-16 18:10:47,1081,67
2024-05-16 18:11:46,1068,1
2024-05-16 18:12:46,1077,185
2024-05-16 18:13:47,1063,68
2024-05-16 18:14:47,1052,53
2024-05-16 18:15:47,1054,0
2024-05-16 18:16:46,997,0
2024-05-16 18:17:46,1127,125
2024-05-16 18:18:47,1060,0
2024-05-16 18:19:46,1059,3
2024-05-16 18:20:47,1060,115
2024-05-16 18:21:47,1048,111
2024-05-16 18:22:46,1089,221
2024-05-16 18:23:46,1183,267
2024-05-16 18:24:46,1036,0
2024-05-16 18:25:46,1037,19
2024-05-16 18:26:47,1041,21
2024-05-16 18:27:47,1047,33
2024-05-16 18:28:46,1040,24
2024-05-16 18:29:46,1028,11
2024-05-16 18:30:47,1071,69
2024-05-16 18:31:47,1075,75
2024-05-16 18:32:47,1099,123
2024-05-16 18:33:47,1073,9
2024-05-16 18:34:47,1379,564
2024-05-16 18:35:47,1134,179
2024-05-16 18:36:46,1134,341
2024-05-16 18:37:47,1065,7
2024-05-16 18:38:47,1082,0
2024-05-16 18:39:46,1048,73
2024-05-16 18:40:47,1082,185
2024-05-16 18:41:46,1080,179
2024-05-16 18:42:47,1084,94
2024-05-16 18:43:47,1063,40
2024-05-16 18:44:47,1062,13
2024-05-16 18:45:47,1063,16
2024-05-16 18:46:46,1055,15
2024-05-16 18:47:47,905,24
2024-05-16 18:48:47,1212,259
2024-05-16 18:49:46,1038,179
2024-05-16 18:50:47,996,91
2024-05-16 18:51:46,1070,237
2024-05-16 18:52:47,1025,0
2024-05-16 18:53:47,1121,109
2024-05-16 18:54:46,1066,0
2024-05-16 18:55:46,1107,145
2024-05-16 18:56:47,1034,16
2024-05-16 18:57:47,1036,17
2024-05-16 18:58:46,1037,17
2024-05-16 19:00:46,1024,15
2024-05-16 19:01:47,1050,31
2024-05-16 19:02:47,1060,37
2024-05-16 19:03:47,1058,37
2024-05-16 19:04:47,1070,41
2024-05-16 19:05:46,1194,239
2024-05-16 19:06:47,1182,213
2024-05-16 19:07:46,1149,205
2024-05-16 19:08:47,1092,153
2024-05-16 19:09:47,1211,483
2024-05-16 19:10:47,1119,87
2024-05-16 19:11:47,1080,39
2024-05-16 19:12:47,1095,79
2024-05-16 19:13:47,1054,33
2024-05-16 19:14:46,1033,43
2024-05-16 19:15:47,1036,43
2024-05-16 19:16:47,1045,0
2024-05-16 19:17:47,1039,0
2024-05-16 19:18:47,1035,17
2024-05-16 19:19:46,1038,8
2024-05-16 19:20:47,1026,7
2024-05-16 19:21:47,1034,9
2024-05-16 19:22:47,1037,6
2024-05-16 19:23:47,1030,6
2024-05-16 19:24:46,1020,5
2024-05-16 19:25:46,1024,5
2024-05-16 19:26:46,1089,93
2024-05-16 19:27:46,1078,97
2024-05-16 19:28:46,1043,50
2024-05-16 19:29:47,1050,57
2024-05-16 19:30:47,1070,109
2024-05-16 19:31:47,1031,23
2024-05-16 19:32:47,1056,25
2024-05-16 19:33:46,1026,24
2024-05-16 19:34:47,1176,429
2024-05-16 19:35:47,1117,391
2024-05-16 19:36:47,1057,0
2024-05-16 19:37:47,1047,0
2024-05-16 19:38:47,1031,41
2024-05-16 19:39:47,1028,61
2024-05-16 19:40:46,1057,65
2024-05-16 19:41:47,1057,0
2024-05-16 19:42:47,1023,0
2024-05-16 19:43:46,1055,0
2024-05-16 19:44:46,1023,2
2024-05-16 19:45:47,1040,25
2024-05-16 19:46:46,1064,69
2024-05-16 19:47:47,1093,195
2024-05-16 19:48:47,1115,213
2024-05-16 19:49:46,1013,0
2024-05-16 19:50:47,1070,51
2024-05-16 19:51:46,1100,192
2024-05-16 19:52:46,1067,21
2024-05-16 19:53:46,1052,29
2024-05-16 19:54:46,1070,53
2024-05-16 19:55:46,1059,25
2024-05-16 19:56:47,1047,17
2024-05-16 19:57:47,1040,7
2024-05-16 19:58:47,1043,13
2024-05-16 20:00:47,1060,39
2024-05-16 20:01:46,1046,5
2024-05-16 20:02:47,1044,15
2024-05-16 20:03:46,1042,8
2024-05-16 20:04:46,1044,5
2024-05-16 20:05:47,1046,5
2024-05-16 20:06:46,1044,7
2024-05-16 20:07:47,1051,7
2024-05-16 20:08:47,1041,12
2024-05-16 20:09:46,1044,9
2024-05-16 20:10:47,1050,7
2024-05-16 20:11:47,1041,5
2024-05-16 20:12:47,1044,9
2024-05-16 20:13:47,1042,9
2024-05-16 20:14:47,1041,3
2024-05-16 20:15:46,1045,15
2024-05-16 20:16:47,1036,9
2024-05-16 20:17:47,1061,39
2024-05-16 20:18:46,1057,0
2024-05-16 20:19:46,1139,141
2024-05-16 20:20:46,1260,341
2024-05-16 20:21:46,1079,60
2024-05-16 20:22:46,1288,431
2024-05-16 20:23:46,1081,65
2024-05-16 20:24:46,1071,71
2024-05-16 20:25:47,1068,59
2024-05-16 20:26:46,1056,47
2024-05-16 20:27:47,1060,39
2024-05-16 20:28:46,1029,5
2024-05-16 20:29:47,1037,8
2024-05-16 20:30:47,1036,8
2024-05-16 20:31:47,1014,6
2024-05-16 20:32:47,1045,7
2024-05-16 20:33:46,1039,5
2024-05-16 20:34:47,1037,8
2024-05-16 20:35:46,1035,9
2024-05-16 20:36:46,1032,8
2024-05-16 20:37:47,1059,13
2024-05-16 20:38:46,1063,8
2024-05-16 20:39:46,1060,8
2024-05-16 20:40:47,1051,6
2024-05-16 20:41:46,1054,11
2024-05-16 20:42:46,1063,9
2024-05-16 20:43:47,1061,13
2024-05-16 20:44:47,1054,21
2024-05-16 20:45:47,1050,19
2024-05-16 20:46:46,1054,25
2024-05-16 20:47:46,1040,20
2024-05-16 20:48:46,1074,35
2024-05-16 20:49:46,1088,47
2024-05-16 20:50:47,1062,0
2024-05-16 20:51:46,1046,0
2024-05-16 20:52:47,1039,31
2024-05-16 20:53:47,1028,39
2024-05-16 20:54:47,1041,35
2024-05-16 20:55:46,1035,39
2024-05-16 20:56:46,1022,26
2024-05-16 20:57:46,1026,5
2024-05-16 20:58:47,1015,11
2024-05-16 22:00:47,1060,49
2024-05-16 22:01:46,1063,9
2024-05-16 22:02:46,1062,9
2024-05-16 22:03:46,1055,25
2024-05-16 22:04:47,1060,43
2024-05-16 22:05:47,1034,11
2024-05-16 22:06:47,1056,25
2024-05-16 22:07:46,1081,69
2024-05-16 22:08:46,1081,71
2024-05-16 22:09:46,1049,5
2024-05-16 22:10:46,1062,4
2024-05-16 22:11:46,1066,3
2024-05-16 22:12:46,1061,3
2024-05-16 22:13:46,1064,1
2024-05-16 22:14:47,1067,0
2024-05-16 22:15:46,1367,518
2024-05-16 22:16:47,1098,151
2024-05-16 22:17:47,1103,117
2024-05-16 22:18:46,1052,0
2024-05-16 22:19:46,1020,7
2024-05-16 22:20:46,1046,35
2024-05-16 22:21:46,1074,80
2024-05-16 22:22:46,1022,5
2024-05-16 22:23:46,959,0
2024-05-16 22:24:47,1058,0
2024-05-16 22:25:47,1038,0
2024-05-16 22:26:47,1017,0
2024-05-16 22:27:46,1015,91
2024-05-16 22:28:46,994,5
2024-05-16 22:29:46,1051,77
2024-05-16 22:30:47,1031,15
2024-05-16 22:31:46,1063,47
2024-05-16 22:32:46,1062,49
2024-05-16 22:33:47,1048,31
2024-05-16 22:34:47,1039,17
2024-05-16 22:35:46,1087,53
2024-05-16 22:36:47,1074,0
2024-05-16 22:37:47,1120,98
2024-05-16 22:38:46,1058,0
2024-05-16 22:39:46,1051,22
2024-05-16 22:40:46,1034,18
2024-05-16 22:41:46,1033,20
2024-05-16 22:42:46,1035,31
2024-05-16 22:43:46,1044,28
2024-05-16 22:44:46,1053,29
2024-05-16 22:45:47,1058,27
2024-05-16 22:46:46,1039,25
2024-05-16 22:47:46,1080,177
2024-05-16 22:48:46,1845,21
2024-05-16 22:49:46,1867,3
2024-05-16 22:50:46,1869,1
2024-05-16 22:51:46,1863,1
2024-05-16 22:52:47,1828,5
2024-05-16 22:53:46,1850,84
2024-05-16 22:54:46,1834,13
2024-05-16 22:55:46,1844,23
2024-05-16 22:56:46,1848,23
2024-05-16 22:57:46,1837,8
2024-05-16 22:58:47,1842,25
2024-05-16 23:00:46,1866,113
2024-05-16 23:01:46,829,49
2024-05-16 23:02:46,898,64
2024-05-16 23:03:46,904,71
2024-05-16 23:04:46,901,69
2024-05-16 23:05:46,837,0
2024-05-16 23:06:47,861,0
2024-05-16 23:07:46,855,0
2024-05-16 23:08:47,855,0
2024-05-16 23:09:46,992,249
2024-05-16 23:10:46,973,225
2024-05-16 23:11:46,1021,303
2024-05-16 23:12:46,1049,332
2024-05-16 23:13:46,975,167
2024-05-16 23:14:46,967,159
2024-05-16 23:15:47,866,0
2024-05-16 23:16:46,858,0
2024-05-16 23:17:47,836,0
2024-05-16 23:18:46,780,0
2024-05-16 23:19:46,825,0
2024-05-16 23:20:46,826,0
2024-05-16 23:21:47,830,0
2024-05-16 23:22:47,832,0
2024-05-16 23:23:47,822,0
2024-05-16 23:24:46,843,0
2024-05-16 23:25:46,873,0
2024-05-16 23:26:46,1708,7
2024-05-16 23:27:46,1751,6
2024-05-16 23:28:46,1028,85
2024-05-16 23:29:47,1026,0
2024-05-16 23:30:46,1200,287
2024-05-16 23:31:46,1198,282
2024-05-16 23:32:46,973,0
2024-05-16 23:33:46,975,0
2024-05-16 23:34:46,1104,157
2024-05-16 23:35:46,880,0
2024-05-16 23:36:47,1034,1
2024-05-16 23:37:46,1017,15
2024-05-16 23:38:46,1037,55
2024-05-16 23:39:46,1044,77
2024-05-16 23:40:46,1050,71
2024-05-16 23:41:46,1057,9
2024-05-16 23:42:46,1047,54
2024-05-16 23:43:46,1073,81
2024-05-16 23:44:46,1075,53
2024-05-16 23:45:46,1056,45
2024-05-16 23:46:46,1047,50
2024-05-16 23:47:46,1100,133
2024-05-16 23:48:46,1115,151
2024-05-16 23:49:47,1031,0
2024-05-16 23:50:46,1045,40
2024-05-16 23:51:46,1035,24
2024-05-16 23:52:46,1093,147
2024-05-16 23:53:46,1071,70
2024-05-16 23:54:47,1060,41
2024-05-16 23:55:46,1032,9
2024-05-16 23:56:46,1053,15
2024-05-16 23:57:46,1054,27
2024-05-16 23:58:46,1060,22
2024-05-17 00:00:46,1065,23
2024-05-17 00:01:47,1057,17
2024-05-17 00:02:47,1049,17
2024-05-17 00:03:46,1059,13
2024-05-17 00:04:47,1047,21
2024-05-17 00:05:46,1053,25
2024-05-17 00:06:47,1040,23
2024-05-17 00:07:46,1041,13
2024-05-17 00:08:47,1044,19
2024-05-17 00:09:46,1037,15
2024-05-17 00:10:46,1052,23
2024-05-17 00:11:47,1041,19
2024-05-17 00:12:47,1035,21
2024-05-17 00:13:46,1034,17
2024-05-17 00:14:46,1027,16
2024-05-17 00:15:46,1049,16
2024-05-17 00:16:47,1035,16
2024-05-17 00:17:47,1033,15
2024-05-17 00:18:46,1027,9
2024-05-17 00:19:47,1011,6
2024-05-17 00:20:46,1012,11
2024-05-17 00:21:46,1015,15
2024-05-17 00:22:46,1017,17
2024-05-17 00:23:46,1009,14
2024-05-17 00:24:46,1014,19
2024-05-17 00:25:46,1011,9
2024-05-17 00:26:46,1017,9
2024-05-17 00:27:46,1011,15
2024-05-17 00:28:46,1024,15
2024-05-17 00:29:46,1019,19
2024-05-17 00:30:46,1043,13
2024-05-17 00:31:47,1054,13
2024-05-17 00:32:46,1042,11
2024-05-17 00:33:46,1055,20
2024-05-17 00:34:46,1059,19
2024-05-17 00:35:47,1060,19
2024-05-17 00:36:46,1054,25
2024-05-17 00:37:46,1056,26
2024-05-17 00:38:46,1060,25
2024-05-17 00:39:46,1037,24
2024-05-17 00:40:46,1043,26
2024-05-17 00:41:46,1044,19
2024-05-17 00:42:46,1040,19
2024-05-17 00:43:46,1041,24
2024-05-17 00:44:46,1038,25
2024-05-17 00:45:46,1028,17
2024-05-17 00:46:46,1040,31
2024-05-17 00:47:46,1042,25
2024-05-17 00:48:47,1031,19
2024-05-17 00:49:46,1038,19
2024-05-17 00:50:46,1038,19
2024-05-17 00:51:47,1035,15
2024-05-17 00:52:46,1047,19
2024-05-17 00:53:46,1035,17
2024-05-17 00:54:46,1031,13
2024-05-17 00:55:46,1030,17
2024-05-17 00:56:46,1036,17
2024-05-17 00:57:46,1034,15
2024-05-17 00:58:47,1037,25
2024-05-17 02:00:46,1032,10
2024-05-17 02:01:46,1047,15
2024-05-17 02:02:46,1045,10
2024-05-17 02:03:46,1035,13
2024-05-17 02:04:46,1030,11
2024-05-17 02:05:46,1029,9
2024-05-17 02:06:46,1019,3
2024-05-17 02:07:47,1027,11
2024-05-17 02:08:46,1021,5
2024-05-17 02:09:47,1023,9
2024-05-17 02:10:46,1027,9
2024-05-17 02:11:46,1030,15
2024-05-17 02:12:46,1024,13
2024-05-17 02:13:46,1035,19
2024-05-17 02:14:46,1039,20
2024-05-17 02:15:46,1047,25
2024-05-17 02:16:46,1046,6
2024-05-17 02:17:46,1051,7
2024-05-17 02:18:46,1041,3
2024-05-17 02:19:46,1048,7
2024-05-17 02:20:46,1054,14
2024-05-17 02:21:46,1049,11
2024-05-17 02:22:46,1049,13
2024-05-17 02:23:47,1043,13
2024-05-17 02:24:46,1043,15
2024-05-17 02:25:46,1036,19
2024-05-17 02:26:46,1042,20
2024-05-17 02:27:46,1035,13
2024-05-17 02:28:47,1033,11
2024-05-17 02:29:46,1042,21
2024-05-17 02:30:47,1028,13
2024-05-17 02:31:46,1033,19
2024-05-17 02:32:46,1044,7
2024-05-17 02:33:46,1049,15
2024-05-17 02:34:47,1045,5
2024-05-17 02:35:46,1040,11
2024-05-17 02:36:46,1043,12
2024-05-17 02:37:46,1046,11
2024-05-17 02:38:46,1033,11
2024-05-17 02:39:46,1035,1
2024-05-17 02:40:47,1032,13
2024-05-17 02:41:46,1030,10
2024-05-17 02:42:46,1030,9
2024-05-17 02:43:46,1028,9
2024-05-17 02:44:46,1024,7
2024-05-17 02:45:46,1028,9
2024-05-17 02:46:46,1027,10
2024-05-17 02:47:46,1026,9
2024-05-17 02:48:46,1030,7
2024-05-17 02:49:47,1030,11
2024-05-17 02:50:47,1033,7
2024-05-17 02:51:46,1028,5
2024-05-17 02:52:46,1046,13
2024-05-17 02:53:46,1042,15
2024-05-17 02:54:46,1039,13
2024-05-17 02:55:46,1040,9
2024-05-17 02:56:46,1043,13
2024-05-17 02:57:46,1041,15
2024-05-17 02:58:46,1039,7
2024-05-17 03:00:46,1047,9
2024-05-17 03:01:46,1028,15
2024-05-17 03:02:46,1035,16
2024-05-17 03:03:46,1043,13
2024-05-17 03:04:46,1029,11
2024-05-17 03:05:46,1027,14
2024-05-17 03:06:46,1026,13
2024-05-17 03:07:46,1032,13
2024-05-17 03:08:46,1027,8
2024-05-17 03:09:46,1036,17
2024-05-17 03:10:46,1041,19
2024-05-17 03:11:46,1037,13
2024-05-17 03:12:46,1034,13
2024-05-17 03:13:46,1038,13
2024-05-17 03:14:46,1041,17
2024-05-17 03:15:46,1041,13
2024-05-17 03:16:46,1045,17
2024-05-17 03:17:47,1040,13
2024-05-17 03:18:46,1039,9
2024-05-17 03:19:46,1040,9
2024-05-17 03:20:46,1039,13
2024-05-17 03:21:46,1032,13
2024-05-17 03:22:46,1038,7
2024-05-17 03:23:46,1033,6
2024-05-17 03:24:46,1045,11
2024-05-17 03:25:46,1035,10
2024-05-17 03:26:47,1041,17
2024-05-17 03:27:46,1045,6
2024-05-17 03:28:46,1046,17
2024-05-17 03:29:46,1057,7
2024-05-17 03:30:46,1052,14
2024-05-17 03:31:46,1053,11
2024-05-17 03:32:46,1055,13
2024-05-17 03:33:46,1055,18
2024-05-17 03:34:47,1047,17
2024-05-17 03:35:46,1058,16
2024-05-17 03:36:46,1046,7
2024-05-17 03:37:46,1050,3
2024-05-17 03:38:47,1044,9
2024-05-17 03:39:46,1045,9
2024-05-17 03:40:46,1036,9
2024-05-17 03:41:46,1034,9
2024-05-17 03:42:46,1036,11
2024-05-17 03:43:46,1037,5
2024-05-17 03:44:46,1038,11
2024-05-17 03:45:46,1038,3
2024-05-17 03:46:46,1034,9
2024-05-17 03:47:46,1033,11
2024-05-17 03:48:46,1032,13
2024-05-17 03:49:46,1036,12
2024-05-17 03:50:46,1043,13
2024-05-17 03:51:46,1038,6
2024-05-17 03:52:46,1040,13
2024-05-17 03:53:46,1038,13
2024-05-17 03:54:46,1044,15
2024-05-17 03:55:46,1042,8
2024-05-17 03:56:46,1041,5
2024-05-17 03:57:46,1039,13
2024-05-17 03:58:46,1037,5
2024-05-17 04:00:47,1043,11
2024-05-17 04:01:46,1037,9
2024-05-17 04:02:46,1063,9
2024-05-17 04:03:46,1073,11
2024-05-17 04:04:46,1078,13
2024-05-17 04:05:46,1082,13
2024-05-17 04:06:46,1069,7
2024-05-17 04:07:47,1074,3
2024-05-17 04:08:46,1067,11
2024-05-17 04:09:46,1067,15
2024-05-17 04:10:46,1061,19
2024-05-17 04:11:47,1055,9
2024-05-17 04:12:46,1053,9
2024-05-17 04:13:46,1047,10
2024-05-17 04:14:46,1040,9
2024-05-17 04:15:46,1041,11
2024-05-17 04:16:46,1054,11
2024-05-17 04:17:46,1047,12
2024-05-17 04:18:46,1044,6
2024-05-17 04:19:46,1037,9
2024-05-17 04:20:46,1045,11
2024-05-17 04:21:46,1044,9
2024-05-17 04:22:46,1040,7
2024-05-17 04:23:46,1034,6
2024-05-17 04:24:46,1040,9
2024-05-17 04:25:47,1037,5
2024-05-17 04:26:46,1038,7
2024-05-17 04:27:47,1044,3
2024-05-17 04:28:46,1043,11
2024-05-17 04:29:46,1043,5
2024-05-17 04:30:46,1041,7
2024-05-17 04:31:46,1041,5
2024-05-17 04:32:46,1039,9
2024-05-17 04:33:46,1040,9
2024-05-17 04:34:46,1030,3
2024-05-17 04:35:46,1037,13
2024-05-17 04:36:46,1048,6
2024-05-17 04:37:46,1041,11
2024-05-17 04:38:46,1050,0
2024-05-17 04:39:46,1048,4
2024-05-17 04:40:46,1052,5
2024-05-17 04:41:46,1049,6
2024-05-17 04:42:46,1055,7
2024-05-17 04:43:46,1064,5
2024-05-17 04:44:46,1060,9
2024-05-17 04:45:46,1069,5
2024-05-17 04:46:46,1066,3
2024-05-17 04:47:46,1059,9
2024-05-17 04:48:46,1059,11
2024-05-17 04:49:46,1051,11
2024-05-17 04:50:46,1047,9
2024-05-17 04:51:46,1049,7
2024-05-17 04:52:46,1058,5
2024-05-17 04:53:46,1052,9
2024-05-17 04:54:46,1052,5
2024-05-17 04:55:46,1047,11
2024-05-17 04:56:46,1050,9
2024-05-17 04:57:46,1040,7
2024-05-17 04:58:46,1046,4
2024-05-17 05:00:46,1042,9
2024-05-17 05:01:46,1046,2
2024-05-17 05:02:46,1048,7
2024-05-17 05:03:46,1047,11
2024-05-17 05:04:46,1047,7
2024-05-17 05:05:46,1047,7
2024-05-17 05:06:47,1044,9
2024-05-17 05:07:46,1046,9
2024-05-17 05:08:46,1039,9
2024-05-17 05:09:46,1041,11
2024-05-17 05:10:46,1047,6
2024-05-17 05:11:46,1045,4
2024-05-17 05:12:46,1046,9
2024-05-17 05:13:46,1049,9
2024-05-17 05:14:46,1057,5
2024-05-17 05:15:46,1038,7
2024-05-17 05:16:46,1050,5
2024-05-17 05:17:46,1043,1
2024-05-17 05:18:46,1058,7
2024-05-17 05:19:46,1051,7
2024-05-17 05:20:46,1048,13
2024-05-17 05:21:46,1052,9
2024-05-17 05:22:46,1041,3
2024-05-17 05:23:46,1052,5
2024-05-17 05:24:46,1051,5
2024-05-17 05:25:46,1052,7
2024-05-17 05:26:46,1056,9
2024-05-17 05:27:46,1058,7
2024-05-17 05:28:46,1057,6
2024-05-17 05:29:46,1060,5
2024-05-17 05:30:46,1053,5
2024-05-17 05:31:46,1051,7
2024-05-17 05:32:46,1050,9
2024-05-17 05:33:46,1043,5
2024-05-17 05:34:46,1036,5
2024-05-17 05:35:46,1040,13
2024-05-17 05:36:46,1041,5
2024-05-17 05:37:46,1032,7
2024-05-17 05:38:46,1027,1
2024-05-17 05:39:46,1035,13
2024-05-17 05:40:46,1032,12
2024-05-17 05:41:47,1035,9
2024-05-17 05:42:46,1057,7
2024-05-17 05:43:46,1040,9
2024-05-17 05:44:46,1044,5
2024-05-17 05:45:46,1044,11
2024-05-17 05:46:46,1039,7
2024-05-17 05:47:46,1042,9
2024-05-17 05:48:46,1040,4
2024-05-17 05:49:46,1043,15
2024-05-17 05:50:46,1048,7
2024-05-17 05:51:47,1040,7
2024-05-17 05:52:46,1038,7
2024-05-17 05:53:46,1033,5
2024-05-17 05:54:46,1035,7
2024-05-17 05:55:46,1032,5
2024-05-17 05:56:46,1032,11
2024-05-17 05:57:46,1026,5
2024-05-17 05:58:46,1030,9
2024-05-17 06:00:46,1032,8
2024-05-17 06:01:46,1039,9
2024-05-17 06:02:46,1031,9
2024-05-17 06:03:46,1047,7
2024-05-17 06:04:46,1057,9
2024-05-17 06:05:46,1061,17
2024-05-17 06:06:46,1120,101
2024-05-17 06:07:46,1067,0
2024-05-17 06:08:46,1061,25
2024-05-17 06:09:46,1093,57
2024-05-17 06:10:46,1091,65
2024-05-17 06:11:46,1095,85
2024-05-17 06:12:46,1103,75
2024-05-17 06:13:46,1158,143
2024-05-17 06:14:46,1146,144
2024-05-17 06:15:46,1145,139
2024-05-17 06:16:46,1063,0
2024-05-17 06:17:46,1064,0
2024-05-17 06:18:46,841,0
2024-05-17 06:19:46,1072,0
2024-05-17 06:20:46,1083,0
2024-05-17 06:21:46,1085,0
2024-05-17 06:22:46,1067,0
2024-05-17 06:23:46,1092,85
2024-05-17 06:24:46,1059,82
2024-05-17 06:25:46,1094,204
2024-05-17 06:26:46,1054,3
2024-05-17 06:27:46,1072,5
2024-05-17 06:28:46,1074,5
2024-05-17 06:29:46,1068,11
2024-05-17 06:30:46,1073,9
2024-05-17 06:31:46,1045,13
2024-05-17 06:32:46,1041,11
2024-05-17 06:33:46,1065,13
2024-05-17 06:34:46,1068,11
2024-05-17 06:35:46,1066,13
2024-05-17 06:36:46,1054,8
2024-05-17 06:37:46,1061,5
2024-05-17 06:38:46,1057,7
2024-05-17 06:39:46,1034,11
2024-05-17 06:40:46,1040,7
2024-05-17 06:41:46,1043,9
2024-05-17 06:42:46,1045,9
2024-05-17 06:43:46,1042,15
2024-05-17 06:44:46,1030,8
2024-05-17 06:45:46,1037,13
2024-05-17 06:46:46,1033,10
2024-05-17 06:47:46,1031,9
2024-05-17 06:48:46,1030,13
2024-05-17 06:49:46,1031,7
2024-05-17 06:50:46,1042,5
2024-05-17 06:51:46,1049,9
2024-05-17 06:52:46,1051,7
2024-05-17 06:53:46,1052,11
2024-05-17 06:54:46,1052,11
2024-05-17 06:55:46,1049,7
2024-05-17 06:56:46,1057,7
2024-05-17 06:57:46,1061,11
2024-05-17 06:58:46,1052,5
2024-05-17 07:00:46,1051,9
2024-05-17 07:01:46,1057,17
2024-05-17 07:02:46,1053,21
2024-05-17 07:03:46,1057,22
2024-05-17 07:04:46,1046,19
2024-05-17 07:05:46,1048,18
2024-05-17 07:06:46,1051,7
2024-05-17 07:07:46,1060,0
2024-05-17 07:08:46,1055,0
2024-05-17 07:09:46,1057,0
2024-05-17 07:10:46,1075,0
