csvTime,P3_32,P3_15
2024-05-16 20:35:59,1087,61.5
2024-05-16 20:36:59,1092,62.0
2024-05-16 20:37:59,1061,25.3
2024-05-16 20:38:59,1075,23.2
2024-05-16 20:39:59,1070,21.4
2024-05-16 20:41:00,1078,27.3
2024-05-16 20:41:59,1086,25.4
2024-05-16 20:42:59,1074,19.0
2024-05-16 20:43:59,1078,23.2
2024-05-16 20:44:59,1075,41.1
2024-05-16 20:45:59,1079,43.3
2024-05-16 20:46:59,1071,41.3
2024-05-16 20:48:00,1065,45.3
2024-05-16 20:48:59,1043,-0.6
2024-05-16 20:49:59,1005,-0.8
2024-05-16 20:50:59,973,-1.0
2024-05-16 20:51:59,1052,29.4
2024-05-16 20:52:59,1025,30.0
2024-05-16 20:53:59,1038,25.4
2024-05-16 20:54:59,1030,29.3
2024-05-16 20:55:59,1048,39.5
2024-05-16 20:56:59,1024,37.1
2024-05-16 20:58:00,1031,9.9
2024-05-16 20:58:59,1035,15.1
2024-05-16 22:00:59,1053,47.4
2024-05-16 22:01:59,1056,6.2
2024-05-16 22:03:00,1060,3.1
2024-05-16 22:04:00,1064,48.1
2024-05-16 22:04:59,1054,42.0
2024-05-16 22:05:59,1052,11.1
2024-05-16 22:06:59,1046,25.3
2024-05-16 22:08:00,1059,51.2
2024-05-16 22:08:59,1041,47.1
2024-05-16 22:09:59,1065,5.2
2024-05-16 22:10:59,1065,7.8
2024-05-16 22:12:00,1064,5.2
2024-05-16 22:12:59,1063,5.3
2024-05-16 22:13:59,1023,-0.7
2024-05-16 22:14:59,1062,-1.0
2024-05-16 22:15:59,845,-0.7
2024-05-16 22:16:59,1048,-0.5
2024-05-16 22:17:59,896,-0.7
2024-05-16 22:18:59,1061,83.5
2024-05-16 22:19:59,1039,25.1
2024-05-16 22:20:59,1071,79.4
2024-05-16 22:21:59,1094,261.2
2024-05-16 22:22:59,1025,15.2
2024-05-16 22:23:59,1105,89.2
2024-05-16 22:24:59,1051,-0.7
2024-05-16 22:25:59,1033,-0.8
2024-05-16 22:27:00,1276,451.4
2024-05-16 22:27:59,1027,111.5
2024-05-16 22:29:00,1009,5.5
2024-05-16 22:29:59,1039,79.3
2024-05-16 22:30:59,1038,34.4
2024-05-16 22:31:59,1068,55.0
2024-05-16 22:32:59,1079,57.5
2024-05-16 22:33:59,1036,27.0
2024-05-16 22:34:59,1046,21.3
2024-05-16 22:35:59,1038,-0.7
2024-05-16 22:36:59,1049,-0.6
2024-05-16 22:37:59,1014,-0.7
2024-05-16 22:38:59,1059,21.3
2024-05-16 22:40:00,1039,17.1
2024-05-16 22:40:59,1034,23.2
2024-05-16 22:41:59,1053,39.4
2024-05-16 22:42:59,1035,23.2
2024-05-16 22:44:00,1033,25.4
2024-05-16 22:44:59,1051,21.3
2024-05-16 22:45:59,1044,27.0
2024-05-16 22:46:59,1044,23.3
2024-05-16 22:47:59,1047,29.1
2024-05-16 22:48:59,1487,26.1
2024-05-16 22:49:59,1491,4.5
2024-05-16 22:50:59,1493,4.3
2024-05-16 22:51:59,1486,10.1
2024-05-16 22:52:59,1496,61.4
2024-05-16 22:53:59,1504,92.6
2024-05-16 22:54:59,1480,31.1
2024-05-16 22:55:59,1479,27.2
2024-05-16 22:56:59,1482,25.1
2024-05-16 22:57:59,1474,1.6
2024-05-16 22:58:59,1480,29.3
2024-05-16 23:00:59,1470,39.5
2024-05-16 23:01:59,706,35.3
2024-05-16 23:02:59,736,73.6
2024-05-16 23:03:59,730,69.4
2024-05-16 23:04:59,685,-0.7
2024-05-16 23:05:59,685,-0.7
2024-05-16 23:06:59,689,-0.7
2024-05-16 23:07:59,750,79.3
2024-05-16 23:08:59,767,101.5
2024-05-16 23:09:59,839,250.2
2024-05-16 23:10:59,992,397.5
2024-05-16 23:11:59,948,341.0
2024-05-16 23:12:59,894,331.4
2024-05-16 23:13:59,729,85.5
2024-05-16 23:14:59,735,94.9
2024-05-16 23:15:59,670,-0.7
2024-05-16 23:16:59,757,109.9
2024-05-16 23:17:59,632,-0.7
2024-05-16 23:18:59,657,-0.7
2024-05-16 23:19:59,627,-0.7
2024-05-16 23:20:59,667,-0.8
2024-05-16 23:22:00,651,-0.8
2024-05-16 23:22:59,677,-0.7
2024-05-16 23:23:59,665,-0.8
2024-05-16 23:24:59,667,-0.5
2024-05-16 23:25:59,700,-0.6
2024-05-16 23:26:59,696,9.2
2024-05-16 23:27:59,1405,13.4
2024-05-16 23:28:59,961,21.4
2024-05-16 23:29:59,1086,67.3
2024-05-16 23:30:59,925,-0.7
2024-05-16 23:31:59,1014,-0.6
2024-05-16 23:32:59,1064,21.3
2024-05-16 23:33:59,1100,229.4
2024-05-16 23:34:59,1212,281.2
2024-05-16 23:35:59,1272,399.6
2024-05-16 23:36:59,980,19.4
2024-05-16 23:37:59,1024,37.6
2024-05-16 23:38:59,1078,96.2
2024-05-16 23:39:59,1081,93.5
2024-05-16 23:40:59,1115,183.9
2024-05-16 23:41:59,1074,-0.6
2024-05-16 23:42:59,1054,34.7
2024-05-16 23:43:59,1072,57.8
2024-05-16 23:44:59,1049,26.8
2024-05-16 23:45:59,1056,38.7
2024-05-16 23:47:00,1067,53.4
2024-05-16 23:47:59,1054,81.7
2024-05-16 23:48:59,1031,73.4
2024-05-16 23:49:59,1097,95.4
2024-05-16 23:50:59,1088,75.6
2024-05-16 23:51:59,1085,75.6
2024-05-16 23:52:59,1066,121.4
2024-05-16 23:53:59,1070,67.6
2024-05-16 23:54:59,1052,37.5
2024-05-16 23:55:59,1034,7.3
2024-05-16 23:56:59,1059,19.0
2024-05-16 23:57:59,1057,19.4
2024-05-16 23:59:00,1058,21.4
2024-05-17 00:01:00,1069,16.0
2024-05-17 00:01:59,1057,9.7
2024-05-17 00:03:00,1053,21.3
2024-05-17 00:03:59,1060,17.1
2024-05-17 00:04:59,1047,17.2
2024-05-17 00:05:59,1060,23.5
2024-05-17 00:06:59,1054,31.0
2024-05-17 00:07:59,1053,20.4
2024-05-17 00:08:59,1046,20.2
2024-05-17 00:09:59,1038,19.0
2024-05-17 00:10:59,1046,17.2
2024-05-17 00:11:59,1041,21.8
2024-05-17 00:12:59,1036,19.0
2024-05-17 00:13:59,1035,22.7
2024-05-17 00:14:59,1045,24.5
2024-05-17 00:15:59,1036,27.3
2024-05-17 00:16:59,1039,25.1
2024-05-17 00:17:59,1022,17.0
2024-05-17 00:18:59,1023,13.4
2024-05-17 00:19:59,1011,17.1
2024-05-17 00:20:59,1011,15.2
2024-05-17 00:21:59,1022,21.3
2024-05-17 00:22:59,1016,15.7
2024-05-17 00:23:59,1022,18.1
2024-05-17 00:25:00,1021,14.6
2024-05-17 00:25:59,1011,13.6
2024-05-17 00:26:59,1014,11.1
2024-05-17 00:27:59,1019,20.9
2024-05-17 00:28:59,1027,17.7
2024-05-17 00:29:59,1025,13.2
2024-05-17 00:30:59,1051,20.5
2024-05-17 00:31:59,1044,14.2
2024-05-17 00:32:59,1045,19.0
2024-05-17 00:33:59,1052,25.3
2024-05-17 00:34:59,1049,19.1
2024-05-17 00:35:59,1059,25.6
2024-05-17 00:36:59,1060,25.1
2024-05-17 00:37:59,1058,27.3
2024-05-17 00:38:59,1060,32.6
2024-05-17 00:39:59,1058,13.3
2024-05-17 00:40:59,1038,21.2
2024-05-17 00:41:59,1032,25.3
2024-05-17 00:42:59,1037,21.6
2024-05-17 00:43:59,1041,25.3
2024-05-17 00:44:59,1046,33.5
2024-05-17 00:45:59,1039,25.4
2024-05-17 00:46:59,1030,19.3
2024-05-17 00:47:59,1038,25.1
2024-05-17 00:48:59,1036,15.3
2024-05-17 00:49:59,1045,29.3
2024-05-17 00:50:59,1048,29.3
2024-05-17 00:51:59,1048,18.9
2024-05-17 00:52:59,1036,17.2
2024-05-17 00:53:59,1042,23.3
2024-05-17 00:54:59,1037,11.5
2024-05-17 00:55:59,1035,17.1
2024-05-17 00:56:59,1040,24.0
2024-05-17 00:57:59,1041,21.2
2024-05-17 00:58:59,1036,19.0
2024-05-17 02:00:59,1035,13.3
2024-05-17 02:01:59,1032,13.4
2024-05-17 02:02:59,1046,17.0
2024-05-17 02:03:59,1034,7.2
2024-05-17 02:04:59,1034,17.4
2024-05-17 02:05:59,1032,12.9
2024-05-17 02:07:00,1025,10.2
2024-05-17 02:07:59,1026,13.2
2024-05-17 02:08:59,1031,13.4
2024-05-17 02:09:59,1032,11.1
2024-05-17 02:10:59,1032,17.7
2024-05-17 02:11:59,1034,19.3
2024-05-17 02:12:59,1032,16.4
2024-05-17 02:13:59,1037,27.3
2024-05-17 02:14:59,1047,29.4
2024-05-17 02:15:59,1065,35.3
2024-05-17 02:16:59,1053,27.2
2024-05-17 02:17:59,1046,23.2
2024-05-17 02:18:59,1051,19.3
2024-05-17 02:19:59,1038,19.3
2024-05-17 02:20:59,1050,19.1
2024-05-17 02:21:59,1047,13.6
2024-05-17 02:22:59,1042,17.1
2024-05-17 02:23:59,1052,21.4
2024-05-17 02:24:59,1040,18.4
2024-05-17 02:25:59,1042,11.6
2024-05-17 02:26:59,1040,16.9
2024-05-17 02:27:59,1038,18.9
2024-05-17 02:28:59,1033,21.7
2024-05-17 02:29:59,1034,19.1
2024-05-17 02:30:59,1036,22.6
2024-05-17 02:31:59,1036,23.3
2024-05-17 02:32:59,1053,20.5
2024-05-17 02:33:59,1055,16.9
2024-05-17 02:34:59,1052,13.4
2024-05-17 02:35:59,1048,9.1
2024-05-17 02:36:59,1043,13.3
2024-05-17 02:37:59,1045,13.4
2024-05-17 02:38:59,1039,15.2
2024-05-17 02:39:59,1036,15.3
2024-05-17 02:40:59,1036,9.2
2024-05-17 02:41:59,1031,9.1
2024-05-17 02:42:59,1034,11.1
2024-05-17 02:43:59,1035,15.2
2024-05-17 02:44:59,1023,3.3
2024-05-17 02:45:59,1032,12.5
2024-05-17 02:46:59,1027,11.1
2024-05-17 02:47:59,1035,17.4
2024-05-17 02:48:59,1033,13.3
2024-05-17 02:49:59,1027,13.4
2024-05-17 02:50:59,1034,11.5
2024-05-17 02:51:59,1038,11.1
2024-05-17 02:52:59,1041,14.3
2024-05-17 02:53:59,1043,10.2
2024-05-17 02:55:00,1045,6.9
2024-05-17 02:55:59,1050,11.4
2024-05-17 02:56:59,1048,5.4
2024-05-17 02:57:59,1059,17.1
2024-05-17 02:58:59,1052,17.1
2024-05-17 03:00:59,1045,17.1
2024-05-17 03:01:59,1048,15.3
2024-05-17 03:02:59,1026,11.0
2024-05-17 03:03:59,1038,15.2
2024-05-17 03:04:59,1037,18.8
2024-05-17 03:05:59,1033,17.1
2024-05-17 03:06:59,1033,15.3
2024-05-17 03:07:59,1031,15.3
2024-05-17 03:08:59,1036,9.4
2024-05-17 03:09:59,1042,19.1
2024-05-17 03:10:59,1035,17.2
2024-05-17 03:11:59,1039,15.2
2024-05-17 03:12:59,1027,11.3
2024-05-17 03:13:59,1045,19.1
2024-05-17 03:14:59,1050,17.1
2024-05-17 03:15:59,1052,11.3
2024-05-17 03:16:59,1049,17.2
2024-05-17 03:17:59,1040,16.2
2024-05-17 03:18:59,1038,15.6
2024-05-17 03:19:59,1035,5.4
2024-05-17 03:20:59,1038,15.3
2024-05-17 03:21:59,1043,17.2
2024-05-17 03:22:59,1048,17.1
2024-05-17 03:23:59,1041,17.4
2024-05-17 03:24:59,1047,23.2
2024-05-17 03:25:59,1044,17.1
2024-05-17 03:26:59,1041,17.1
2024-05-17 03:27:59,1044,9.2
2024-05-17 03:28:59,1050,19.3
2024-05-17 03:29:59,1060,17.2
2024-05-17 03:30:59,1056,17.2
2024-05-17 03:31:59,1053,15.5
2024-05-17 03:32:59,1060,19.3
2024-05-17 03:33:59,1054,15.1
2024-05-17 03:34:59,1055,15.5
2024-05-17 03:36:00,1058,17.4
2024-05-17 03:36:59,1046,13.6
2024-05-17 03:37:59,1053,13.7
2024-05-17 03:38:59,1050,9.0
2024-05-17 03:39:59,1050,13.3
2024-05-17 03:40:59,1046,11.0
2024-05-17 03:41:59,1049,14.6
2024-05-17 03:42:59,1040,11.3
2024-05-17 03:43:59,1042,11.1
2024-05-17 03:44:59,1038,15.3
2024-05-17 03:45:59,1037,12.7
2024-05-17 03:46:59,1033,13.4
2024-05-17 03:47:59,1039,11.1
2024-05-17 03:48:59,1035,13.2
2024-05-17 03:49:59,1037,9.2
2024-05-17 03:50:59,1039,13.2
2024-05-17 03:51:59,1047,13.3
2024-05-17 03:52:59,1040,11.3
2024-05-17 03:53:59,1042,15.3
2024-05-17 03:54:59,1042,15.2
2024-05-17 03:56:00,1048,17.2
2024-05-17 03:56:59,1045,15.2
2024-05-17 03:57:59,1047,15.2
2024-05-17 03:58:59,1038,12.9
2024-05-17 04:00:59,1050,11.1
2024-05-17 04:01:59,1041,13.9
2024-05-17 04:02:59,1077,14.2
2024-05-17 04:03:59,1073,5.2
2024-05-17 04:04:59,1073,9.2
2024-05-17 04:05:59,1073,21.4
2024-05-17 04:06:59,1082,17.1
2024-05-17 04:07:59,1072,11.0
2024-05-17 04:08:59,1078,17.1
2024-05-17 04:09:59,1059,21.4
2024-05-17 04:10:59,1066,11.8
2024-05-17 04:11:59,1059,15.2
2024-05-17 04:12:59,1054,13.4
2024-05-17 04:13:59,1052,19.1
2024-05-17 04:14:59,1047,17.0
2024-05-17 04:15:59,1051,13.3
2024-05-17 04:16:59,1052,17.2
2024-05-17 04:17:59,1045,17.2
2024-05-17 04:18:59,1047,9.2
2024-05-17 04:19:59,1039,13.2
2024-05-17 04:20:59,1041,7.2
2024-05-17 04:21:59,1039,9.4
2024-05-17 04:22:59,1039,15.1
2024-05-17 04:23:59,1044,9.1
2024-05-17 04:24:59,1030,11.3
2024-05-17 04:25:59,1033,11.0
2024-05-17 04:26:59,1039,6.6
2024-05-17 04:27:59,1039,3.1
2024-05-17 04:28:59,1043,9.2
2024-05-17 04:29:59,1042,8.8
2024-05-17 04:30:59,1043,15.1
2024-05-17 04:31:59,1044,5.9
2024-05-17 04:32:59,1039,8.1
2024-05-17 04:33:59,1032,7.2
2024-05-17 04:34:59,1041,11.3
2024-05-17 04:35:59,1038,9.2
2024-05-17 04:36:59,1042,5.0
2024-05-17 04:37:59,1048,7.7
2024-05-17 04:38:59,1054,7.2
2024-05-17 04:39:59,1056,11.1
2024-05-17 04:40:59,1050,9.1
2024-05-17 04:41:59,1058,5.0
2024-05-17 04:42:59,1058,3.1
2024-05-17 04:43:59,1057,9.1
2024-05-17 04:44:59,1050,9.2
2024-05-17 04:45:59,1067,15.3
2024-05-17 04:46:59,1069,17.2
2024-05-17 04:47:59,1070,13.4
2024-05-17 04:48:59,1045,7.1
2024-05-17 04:49:59,1046,5.0
2024-05-17 04:50:59,1062,14.3
2024-05-17 04:51:59,1053,10.6
2024-05-17 04:52:59,1054,9.1
2024-05-17 04:53:59,1057,9.2
2024-05-17 04:54:59,1051,5.2
2024-05-17 04:55:59,1051,11.1
2024-05-17 04:56:59,1053,13.7
2024-05-17 04:57:59,1034,9.0
2024-05-17 04:58:59,1055,5.4
2024-05-17 05:00:59,1050,11.0
2024-05-17 05:01:59,1047,11.1
2024-05-17 05:02:59,1051,13.7
2024-05-17 05:03:59,1039,9.0
2024-05-17 05:04:59,1046,13.4
2024-05-17 05:05:59,1045,11.0
2024-05-17 05:06:59,1053,11.0
2024-05-17 05:07:59,1042,7.2
2024-05-17 05:08:59,1028,7.3
2024-05-17 05:09:59,1042,11.1
2024-05-17 05:10:59,1050,13.4
2024-05-17 05:11:59,1041,4.8
2024-05-17 05:12:59,1049,9.1
2024-05-17 05:13:59,1053,8.1
2024-05-17 05:14:59,1060,12.0
2024-05-17 05:15:59,1056,12.4
2024-05-17 05:16:59,1046,11.1
2024-05-17 05:17:59,1048,13.4
2024-05-17 05:18:59,1053,7.2
2024-05-17 05:19:59,1052,11.0
2024-05-17 05:20:59,1044,11.1
2024-05-17 05:21:59,1058,14.7
2024-05-17 05:22:59,1044,7.1
2024-05-17 05:23:59,1062,15.3
2024-05-17 05:24:59,1046,7.3
2024-05-17 05:25:59,1048,14.1
2024-05-17 05:26:59,1058,11.1
2024-05-17 05:27:59,1054,13.6
2024-05-17 05:28:59,1058,17.1
2024-05-17 05:29:59,1055,9.4
2024-05-17 05:30:59,1055,5.3
2024-05-17 05:31:59,1054,13.4
2024-05-17 05:32:59,1059,13.4
2024-05-17 05:33:59,1037,10.9
2024-05-17 05:34:59,1037,10.9
2024-05-17 05:35:59,1031,9.9
2024-05-17 05:36:59,1044,13.6
2024-05-17 05:37:59,1037,10.4
2024-05-17 05:38:59,1033,11.1
2024-05-17 05:39:59,1036,13.2
2024-05-17 05:40:59,1041,17.1
2024-05-17 05:41:59,1035,15.0
2024-05-17 05:42:59,1048,11.9
2024-05-17 05:43:59,1051,11.9
2024-05-17 05:44:59,1052,10.1
2024-05-17 05:45:59,1050,13.2
2024-05-17 05:46:59,1053,15.2
2024-05-17 05:47:59,1054,11.0
