csvTime,P2_60
2024-05-16 17:25:49,238
2024-05-16 17:26:49,276
2024-05-16 17:27:48,340
2024-05-16 17:28:49,369
2024-05-16 17:29:48,365
2024-05-16 17:30:49,361
2024-05-16 17:31:49,255
2024-05-16 17:32:49,238
2024-05-16 17:33:48,233
2024-05-16 17:34:48,282
2024-05-16 17:35:48,280
2024-05-16 17:36:48,313
2024-05-16 17:37:49,315
2024-05-16 17:38:48,263
2024-05-16 17:39:49,249
2024-05-16 17:40:49,238
2024-05-16 17:41:49,354
2024-05-16 17:42:49,379
2024-05-16 17:43:48,404
2024-05-16 17:44:48,558
2024-05-16 17:45:48,372
2024-05-16 17:46:49,387
2024-05-16 17:47:48,344
2024-05-16 17:48:49,309
2024-05-16 17:49:48,271
2024-05-16 17:50:48,285
2024-05-16 17:51:48,285
2024-05-16 17:52:49,274
2024-05-16 17:53:49,272
2024-05-16 17:54:48,264
2024-05-16 17:55:48,368
2024-05-16 17:56:48,274
2024-05-16 17:57:49,228
2024-05-16 17:58:48,252
2024-05-16 17:59:49,277
2024-05-16 18:00:49,277
2024-05-16 18:01:49,272
2024-05-16 18:02:49,269
2024-05-16 18:03:49,274
2024-05-16 18:04:48,285
2024-05-16 18:05:48,219
2024-05-16 18:06:48,246
2024-05-16 18:07:49,313
2024-05-16 18:08:49,258
2024-05-16 18:09:48,288
2024-05-16 18:10:48,251
2024-05-16 18:11:49,272
2024-05-16 18:12:49,459
2024-05-16 18:13:49,299
2024-05-16 18:14:48,307
2024-05-16 18:15:49,238
2024-05-16 18:16:49,348
2024-05-16 18:17:48,282
2024-05-16 18:18:49,227
2024-05-16 18:19:49,258
2024-05-16 18:20:49,372
2024-05-16 18:21:48,414
2024-05-16 18:22:48,481
2024-05-16 18:23:49,420
2024-05-16 18:24:48,288
2024-05-16 18:25:48,321
2024-05-16 18:26:49,294
2024-05-16 18:27:49,277
2024-05-16 18:28:48,287
2024-05-16 18:29:48,271
2024-05-16 18:30:48,321
2024-05-16 18:31:48,316
2024-05-16 18:32:48,359
2024-05-16 18:33:48,221
2024-05-16 18:34:48,605
2024-05-16 18:35:49,376
2024-05-16 18:36:49,595
2024-05-16 18:37:48,245
2024-05-16 18:38:49,241
2024-05-16 18:39:48,351
2024-05-16 18:40:49,437
2024-05-16 18:41:49,412
2024-05-16 18:42:49,288
2024-05-16 18:43:48,288
2024-05-16 18:44:48,249
2024-05-16 18:45:49,261
2024-05-16 18:46:48,252
2024-05-16 18:47:49,503
2024-05-16 18:48:48,296
2024-05-16 18:49:49,505
2024-05-16 18:50:48,456
2024-05-16 18:51:48,465
2024-05-16 18:52:48,239
2024-05-16 18:53:49,310
2024-05-16 18:54:49,230
2024-05-16 18:55:49,373
2024-05-16 18:56:48,307
2024-05-16 18:57:49,288
2024-05-16 18:58:49,282
2024-05-16 18:59:48,335
2024-05-16 19:00:49,296
2024-05-16 19:01:48,285
2024-05-16 19:02:48,296
2024-05-16 19:03:48,289
2024-05-16 19:04:48,280
2024-05-16 19:05:49,365
2024-05-16 19:06:49,360
2024-05-16 19:07:48,382
2024-05-16 19:08:48,263
2024-05-16 19:09:49,523
2024-05-16 19:10:48,261
2024-05-16 19:11:48,252
2024-05-16 19:12:49,295
2024-05-16 19:13:48,293
2024-05-16 19:14:49,328
2024-05-16 19:15:48,328
2024-05-16 19:16:49,249
2024-05-16 19:17:49,249
2024-05-16 19:18:48,266
2024-05-16 19:19:48,277
2024-05-16 19:20:49,277
2024-05-16 19:21:48,270
2024-05-16 19:22:49,274
2024-05-16 19:23:48,281
2024-05-16 19:24:49,279
2024-05-16 19:25:49,304
2024-05-16 19:26:49,340
2024-05-16 19:27:48,346
2024-05-16 19:28:49,316
2024-05-16 19:29:48,340
2024-05-16 19:30:49,362
2024-05-16 19:31:49,324
2024-05-16 19:32:49,260
2024-05-16 19:33:49,382
2024-05-16 19:34:48,634
2024-05-16 19:35:49,691
2024-05-16 19:36:48,227
2024-05-16 19:37:49,257
2024-05-16 19:38:48,332
2024-05-16 19:39:48,362
2024-05-16 19:40:49,332
2024-05-16 19:41:49,244
2024-05-16 19:42:48,291
2024-05-16 19:43:49,249
2024-05-16 19:44:49,294
2024-05-16 19:45:48,293
2024-05-16 19:46:48,384
2024-05-16 19:47:48,475
2024-05-16 19:48:48,312
2024-05-16 19:49:48,296
2024-05-16 19:50:48,300
2024-05-16 19:51:49,269
2024-05-16 19:52:49,276
2024-05-16 19:53:49,274
2024-05-16 19:54:49,285
2024-05-16 19:55:48,271
2024-05-16 19:56:48,293
2024-05-16 19:57:48,274
2024-05-16 19:58:49,277
2024-05-16 19:59:49,284
2024-05-16 20:00:49,291
2024-05-16 20:01:49,260
2024-05-16 20:02:48,285
2024-05-16 20:03:48,269
2024-05-16 20:04:49,260
2024-05-16 20:05:49,257
2024-05-16 20:06:49,263
2024-05-16 20:07:49,266
2024-05-16 20:08:48,261
2024-05-16 20:09:49,262
2024-05-16 20:10:49,262
2024-05-16 20:11:48,260
2024-05-16 20:12:49,274
2024-05-16 20:13:48,269
2024-05-16 20:14:48,279
2024-05-16 20:15:48,277
2024-05-16 20:16:49,276
2024-05-16 20:17:48,266
2024-05-16 20:18:49,225
2024-05-16 20:19:49,321
2024-05-16 20:20:48,412
2024-05-16 20:21:48,307
2024-05-16 20:22:49,471
2024-05-16 20:23:49,292
2024-05-16 20:24:48,335
2024-05-16 20:25:49,296
2024-05-16 20:26:49,288
2024-05-16 20:27:48,304
2024-05-16 20:28:48,274
2024-05-16 20:29:49,269
2024-05-16 20:30:48,272
2024-05-16 20:31:48,282
2024-05-16 20:32:49,238
2024-05-16 20:33:49,266
2024-05-16 20:34:49,282
2024-05-16 20:35:49,277
2024-05-16 20:36:48,266
2024-05-16 20:37:49,255
2024-05-16 20:38:49,241
2024-05-16 20:39:49,247
2024-05-16 20:40:48,239
2024-05-16 20:41:48,241
2024-05-16 20:42:48,253
2024-05-16 20:43:49,236
2024-05-16 20:44:48,271
2024-05-16 20:45:48,266
2024-05-16 20:46:48,269
2024-05-16 20:47:49,282
2024-05-16 20:48:48,263
2024-05-16 20:49:49,263
2024-05-16 20:50:48,230
2024-05-16 20:51:49,277
2024-05-16 20:52:48,307
2024-05-16 20:53:48,321
2024-05-16 20:54:49,319
2024-05-16 20:55:49,316
2024-05-16 20:56:49,296
2024-05-16 20:57:49,315
2024-05-16 20:58:49,284
2024-05-16 20:59:48,282
2024-05-16 22:00:48,298
2024-05-16 22:01:48,236
2024-05-16 22:02:49,252
2024-05-16 22:03:49,271
2024-05-16 22:04:48,290
2024-05-16 22:05:48,222
2024-05-16 22:06:48,282
2024-05-16 22:07:49,313
2024-05-16 22:08:48,291
2024-05-16 22:09:48,252
2024-05-16 22:10:49,235
2024-05-16 22:11:49,230
2024-05-16 22:12:49,219
2024-05-16 22:13:48,241
2024-05-16 22:14:49,244
2024-05-16 22:15:49,536
2024-05-16 22:16:48,415
2024-05-16 22:17:48,373
2024-05-16 22:18:49,237
2024-05-16 22:19:48,296
2024-05-16 22:20:49,331
2024-05-16 22:21:48,338
2024-05-16 22:22:49,288
2024-05-16 22:23:48,354
2024-05-16 22:24:48,239
2024-05-16 22:25:48,263
2024-05-16 22:26:49,276
2024-05-16 22:27:48,431
2024-05-16 22:28:48,341
2024-05-16 22:29:48,415
2024-05-16 22:30:48,266
2024-05-16 22:31:49,288
2024-05-16 22:32:48,285
2024-05-16 22:33:49,282
2024-05-16 22:34:49,290
2024-05-16 22:35:49,260
2024-05-16 22:36:49,230
2024-05-16 22:37:49,288
2024-05-16 22:38:49,244
2024-05-16 22:39:48,285
2024-05-16 22:40:48,284
2024-05-16 22:41:49,299
2024-05-16 22:42:49,294
2024-05-16 22:43:48,286
2024-05-16 22:44:48,285
2024-05-16 22:45:49,288
2024-05-16 22:46:49,291
2024-05-16 22:47:48,449
2024-05-16 22:48:49,170
2024-05-16 22:49:48,150
2024-05-16 22:50:48,158
2024-05-16 22:51:48,148
2024-05-16 22:52:48,184
2024-05-16 22:53:48,229
2024-05-16 22:54:49,191
2024-05-16 22:55:48,183
2024-05-16 22:56:49,186
2024-05-16 22:57:48,178
2024-05-16 22:58:48,186
2024-05-16 22:59:49,223
2024-05-16 23:00:48,236
2024-05-16 23:01:49,291
2024-05-16 23:02:49,304
2024-05-16 23:03:48,310
2024-05-16 23:04:48,296
2024-05-16 23:05:48,258
2024-05-16 23:06:48,255
2024-05-16 23:07:48,280
2024-05-16 23:08:48,253
2024-05-16 23:09:48,473
2024-05-16 23:10:48,395
2024-05-16 23:11:49,508
2024-05-16 23:12:48,524
2024-05-16 23:13:48,357
2024-05-16 23:14:49,364
2024-05-16 23:15:49,260
2024-05-16 23:16:48,285
2024-05-16 23:17:49,433
2024-05-16 23:18:49,395
2024-05-16 23:19:49,318
2024-05-16 23:20:48,309
2024-05-16 23:21:48,319
2024-05-16 23:22:49,357
2024-05-16 23:23:48,348
2024-05-16 23:24:49,291
2024-05-16 23:25:48,249
2024-05-16 23:26:49,299
2024-05-16 23:27:49,251
2024-05-16 23:28:48,398
2024-05-16 23:29:49,268
2024-05-16 23:30:49,426
2024-05-16 23:31:49,424
2024-05-16 23:32:49,417
2024-05-16 23:33:49,421
2024-05-16 23:34:48,366
2024-05-16 23:35:48,480
2024-05-16 23:36:49,276
2024-05-16 23:37:48,320
2024-05-16 23:38:49,326
2024-05-16 23:39:48,349
2024-05-16 23:40:48,331
2024-05-16 23:41:48,236
2024-05-16 23:42:49,340
2024-05-16 23:43:49,296
2024-05-16 23:44:48,303
2024-05-16 23:45:48,282
2024-05-16 23:46:49,309
2024-05-16 23:47:49,337
2024-05-16 23:48:48,354
2024-05-16 23:49:48,280
2024-05-16 23:50:49,299
2024-05-16 23:51:48,313
2024-05-16 23:52:48,371
2024-05-16 23:53:49,307
2024-05-16 23:54:49,287
2024-05-16 23:55:48,285
2024-05-16 23:56:48,271
2024-05-16 23:57:49,241
2024-05-16 23:58:48,263
2024-05-17 00:00:49,243
2024-05-17 00:01:48,252
2024-05-17 00:02:49,271
2024-05-17 00:03:48,255
2024-05-17 00:04:48,271
2024-05-17 00:05:48,255
2024-05-17 00:06:48,302
2024-05-17 00:07:48,283
2024-05-17 00:08:48,307
2024-05-17 00:09:49,296
2024-05-17 00:10:48,288
2024-05-17 00:11:49,293
2024-05-17 00:12:49,288
2024-05-17 00:13:48,280
2024-05-17 00:14:48,299
2024-05-17 00:15:48,283
2024-05-17 00:16:48,299
2024-05-17 00:17:48,297
2024-05-17 00:18:49,301
2024-05-17 00:19:48,324
2024-05-17 00:20:49,308
2024-05-17 00:21:48,301
2024-05-17 00:22:48,312
2024-05-17 00:23:48,310
2024-05-17 00:24:48,296
2024-05-17 00:25:48,313
2024-05-17 00:26:49,307
2024-05-17 00:27:48,310
2024-05-17 00:28:48,310
2024-05-17 00:29:48,307
2024-05-17 00:30:48,269
2024-05-17 00:31:48,268
2024-05-17 00:32:48,289
2024-05-17 00:33:49,265
2024-05-17 00:34:49,291
2024-05-17 00:35:49,291
2024-05-17 00:36:49,269
2024-05-17 00:37:48,273
2024-05-17 00:38:48,267
2024-05-17 00:39:49,300
2024-05-17 00:40:48,277
2024-05-17 00:41:48,286
2024-05-17 00:42:48,303
2024-05-17 00:43:48,299
2024-05-17 00:44:48,285
2024-05-17 00:45:48,310
2024-05-17 00:46:48,285
2024-05-17 00:47:48,285
2024-05-17 00:48:48,282
2024-05-17 00:49:49,288
2024-05-17 00:50:49,271
2024-05-17 00:51:48,282
2024-05-17 00:52:48,293
2024-05-17 00:53:49,277
2024-05-17 00:54:48,285
2024-05-17 00:55:49,291
2024-05-17 00:56:48,296
2024-05-17 00:57:49,288
2024-05-17 00:58:49,288
2024-05-17 00:59:48,277
2024-05-17 02:00:48,278
2024-05-17 02:01:48,282
2024-05-17 02:02:48,282
2024-05-17 02:03:48,290
2024-05-17 02:04:48,277
2024-05-17 02:05:49,280
2024-05-17 02:06:48,296
2024-05-17 02:07:48,285
2024-05-17 02:08:48,310
2024-05-17 02:09:48,301
2024-05-17 02:10:49,304
2024-05-17 02:11:49,299
2024-05-17 02:12:49,288
2024-05-17 02:13:48,277
2024-05-17 02:14:48,294
2024-05-17 02:15:48,284
2024-05-17 02:16:48,279
2024-05-17 02:17:48,274
2024-05-17 02:18:49,277
2024-05-17 02:19:49,266
2024-05-17 02:20:49,261
2024-05-17 02:21:48,268
2024-05-17 02:22:49,258
2024-05-17 02:23:48,261
2024-05-17 02:24:48,266
2024-05-17 02:25:48,291
2024-05-17 02:26:49,282
2024-05-17 02:27:48,285
2024-05-17 02:28:48,288
2024-05-17 02:29:48,291
2024-05-17 02:30:48,304
2024-05-17 02:31:48,287
2024-05-17 02:32:48,251
2024-05-17 02:33:49,258
2024-05-17 02:34:48,285
2024-05-17 02:35:48,283
2024-05-17 02:36:48,263
2024-05-17 02:37:48,268
2024-05-17 02:38:49,277
2024-05-17 02:39:49,288
2024-05-17 02:40:48,285
2024-05-17 02:41:48,285
2024-05-17 02:42:49,288
2024-05-17 02:43:49,285
2024-05-17 02:44:48,290
2024-05-17 02:45:48,285
2024-05-17 02:46:48,283
2024-05-17 02:47:48,294
2024-05-17 02:48:48,293
2024-05-17 02:49:48,277
2024-05-17 02:50:48,275
2024-05-17 02:51:49,282
2024-05-17 02:52:49,260
2024-05-17 02:53:48,280
2024-05-17 02:54:48,260
2024-05-17 02:55:48,275
2024-05-17 02:56:48,271
2024-05-17 02:57:48,278
2024-05-17 02:58:48,266
2024-05-17 02:59:48,274
2024-05-17 03:00:48,285
2024-05-17 03:01:48,278
2024-05-17 03:02:49,288
2024-05-17 03:03:48,288
2024-05-17 03:04:48,313
2024-05-17 03:05:48,285
2024-05-17 03:06:48,288
2024-05-17 03:07:49,290
2024-05-17 03:08:48,307
2024-05-17 03:09:48,274
2024-05-17 03:10:48,271
2024-05-17 03:11:48,285
2024-05-17 03:12:49,299
2024-05-17 03:13:48,285
2024-05-17 03:14:48,288
2024-05-17 03:15:48,288
2024-05-17 03:16:48,263
2024-05-17 03:17:49,277
2024-05-17 03:18:48,277
2024-05-17 03:19:48,280
2024-05-17 03:20:48,282
2024-05-17 03:21:48,282
2024-05-17 03:22:48,273
2024-05-17 03:23:49,278
2024-05-17 03:24:48,282
2024-05-17 03:25:49,277
2024-05-17 03:26:48,293
2024-05-17 03:27:49,266
2024-05-17 03:28:48,266
2024-05-17 03:29:48,260
2024-05-17 03:30:48,271
2024-05-17 03:31:48,260
2024-05-17 03:32:48,280
2024-05-17 03:33:49,266
2024-05-17 03:34:48,255
2024-05-17 03:35:48,282
2024-05-17 03:36:49,252
2024-05-17 03:37:48,241
2024-05-17 03:38:49,279
2024-05-17 03:39:48,261
2024-05-17 03:40:48,287
2024-05-17 03:41:48,282
2024-05-17 03:42:49,279
2024-05-17 03:43:48,274
2024-05-17 03:44:48,278
2024-05-17 03:45:48,285
2024-05-17 03:46:48,274
2024-05-17 03:47:49,291
2024-05-17 03:48:49,283
2024-05-17 03:49:48,274
2024-05-17 03:50:48,270
2024-05-17 03:51:49,267
2024-05-17 03:52:48,277
2024-05-17 03:53:48,266
2024-05-17 03:54:48,266
2024-05-17 03:55:48,266
2024-05-17 03:56:48,274
2024-05-17 03:57:49,274
2024-05-17 03:58:49,271
2024-05-17 03:59:49,266
2024-05-17 04:00:48,269
2024-05-17 04:01:48,263
2024-05-17 04:02:48,241
2024-05-17 04:03:48,219
2024-05-17 04:04:48,236
2024-05-17 04:05:49,224
2024-05-17 04:06:48,236
2024-05-17 04:07:49,244
2024-05-17 04:08:49,238
2024-05-17 04:09:48,230
2024-05-17 04:10:48,249
2024-05-17 04:11:48,249
2024-05-17 04:12:48,255
2024-05-17 04:13:49,259
2024-05-17 04:14:49,272
2024-05-17 04:15:48,269
2024-05-17 04:16:48,254
2024-05-17 04:17:48,274
2024-05-17 04:18:48,258
2024-05-17 04:19:48,277
2024-05-17 04:20:48,260
2024-05-17 04:21:48,286
2024-05-17 04:22:48,273
2024-05-17 04:23:48,291
2024-05-17 04:24:49,275
2024-05-17 04:25:48,272
2024-05-17 04:26:48,278
2024-05-17 04:27:48,269
2024-05-17 04:28:48,274
2024-05-17 04:29:48,272
2024-05-17 04:30:48,274
2024-05-17 04:31:48,269
2024-05-17 04:32:48,278
2024-05-17 04:33:48,280
2024-05-17 04:34:49,280
2024-05-17 04:35:48,269
2024-05-17 04:36:48,258
2024-05-17 04:37:48,263
2024-05-17 04:38:49,266
2024-05-17 04:39:48,255
2024-05-17 04:40:48,255
2024-05-17 04:41:48,271
2024-05-17 04:42:48,230
2024-05-17 04:43:49,252
2024-05-17 04:44:48,260
2024-05-17 04:45:48,216
2024-05-17 04:46:48,219
2024-05-17 04:47:48,245
2024-05-17 04:48:48,233
2024-05-17 04:49:49,239
2024-05-17 04:50:48,252
2024-05-17 04:51:48,266
2024-05-17 04:52:48,249
2024-05-17 04:53:48,253
2024-05-17 04:54:48,266
2024-05-17 04:55:48,255
2024-05-17 04:56:49,271
2024-05-17 04:57:48,283
2024-05-17 04:58:48,280
2024-05-17 04:59:48,260
2024-05-17 05:00:48,255
2024-05-17 05:01:48,268
2024-05-17 05:02:48,275
2024-05-17 05:03:48,280
2024-05-17 05:04:48,260
2024-05-17 05:05:48,266
2024-05-17 05:06:48,244
2024-05-17 05:07:48,246
2024-05-17 05:08:48,277
2024-05-17 05:09:48,283
2024-05-17 05:10:48,266
2024-05-17 05:11:49,252
2024-05-17 05:12:48,249
2024-05-17 05:13:49,278
2024-05-17 05:14:49,237
2024-05-17 05:15:48,291
2024-05-17 05:16:48,269
2024-05-17 05:17:48,249
2024-05-17 05:18:48,282
2024-05-17 05:19:48,258
2024-05-17 05:20:49,266
2024-05-17 05:21:48,260
2024-05-17 05:22:48,263
2024-05-17 05:23:48,252
2024-05-17 05:24:48,244
2024-05-17 05:25:48,255
2024-05-17 05:26:48,249
2024-05-17 05:27:48,250
2024-05-17 05:28:48,244
2024-05-17 05:29:48,233
2024-05-17 05:30:49,252
2024-05-17 05:31:48,252
2024-05-17 05:32:48,263
2024-05-17 05:33:49,274
2024-05-17 05:34:48,274
2024-05-17 05:35:48,274
2024-05-17 05:36:49,276
2024-05-17 05:37:48,282
2024-05-17 05:38:48,274
2024-05-17 05:39:49,305
2024-05-17 05:40:48,277
2024-05-17 05:41:48,277
2024-05-17 05:42:48,260
2024-05-17 05:43:48,285
2024-05-17 05:44:48,271
2024-05-17 05:45:48,252
2024-05-17 05:46:48,269
2024-05-17 05:47:48,266
2024-05-17 05:48:48,294
2024-05-17 05:49:48,255
2024-05-17 05:50:48,260
2024-05-17 05:51:48,274
2024-05-17 05:52:48,271
2024-05-17 05:53:48,275
2024-05-17 05:54:48,277
2024-05-17 05:55:48,288
2024-05-17 05:56:48,285
2024-05-17 05:57:49,293
2024-05-17 05:58:48,285
2024-05-17 05:59:48,277
2024-05-17 06:00:48,282
2024-05-17 06:01:48,276
2024-05-17 06:02:48,281
2024-05-17 06:03:49,273
2024-05-17 06:04:48,263
2024-05-17 06:05:48,272
2024-05-17 06:06:48,288
2024-05-17 06:07:48,225
2024-05-17 06:08:48,255
2024-05-17 06:09:48,265
2024-05-17 06:10:48,270
2024-05-17 06:11:48,285
2024-05-17 06:12:48,274
2024-05-17 06:13:48,301
2024-05-17 06:14:49,305
2024-05-17 06:15:48,303
2024-05-17 06:16:49,228
2024-05-17 06:17:48,216
2024-05-17 06:18:48,508
2024-05-17 06:19:48,245
2024-05-17 06:20:48,197
2024-05-17 06:21:48,205
2024-05-17 06:22:49,233
2024-05-17 06:23:48,316
2024-05-17 06:24:48,256
2024-05-17 06:25:48,445
2024-05-17 06:26:48,250
2024-05-17 06:27:48,225
2024-05-17 06:28:49,236
2024-05-17 06:29:48,240
2024-05-17 06:30:48,244
2024-05-17 06:31:49,274
2024-05-17 06:32:48,269
2024-05-17 06:33:48,250
2024-05-17 06:34:48,250
2024-05-17 06:35:48,254
2024-05-17 06:36:48,255
2024-05-17 06:37:48,257
2024-05-17 06:38:48,262
2024-05-17 06:39:48,270
2024-05-17 06:40:48,260
2024-05-17 06:41:49,275
2024-05-17 06:42:48,277
2024-05-17 06:43:48,293
2024-05-17 06:44:48,272
2024-05-17 06:45:48,288
2024-05-17 06:46:48,283
2024-05-17 06:47:48,274
2024-05-17 06:48:48,288
2024-05-17 06:49:49,282
2024-05-17 06:50:48,266
2024-05-17 06:51:48,255
2024-05-17 06:52:48,252
2024-05-17 06:53:48,252
2024-05-17 06:54:48,263
2024-05-17 06:55:49,260
2024-05-17 06:56:48,241
2024-05-17 06:57:48,252
2024-05-17 06:58:48,263
2024-05-17 06:59:48,247
2024-05-17 07:00:48,266
2024-05-17 07:01:48,273
2024-05-17 07:02:48,264
2024-05-17 07:03:48,268
2024-05-17 07:04:49,269
2024-05-17 07:05:48,274
2024-05-17 07:06:48,260
2024-05-17 07:07:48,241
2024-05-17 07:08:48,237
2024-05-17 07:09:49,241
2024-05-17 07:10:48,205
2024-05-17 07:11:48,244
2024-05-17 07:12:48,453
2024-05-17 07:13:48,215
2024-05-17 07:14:48,365
2024-05-17 07:15:48,210
2024-05-17 07:16:48,306
2024-05-17 07:17:48,297
2024-05-17 07:18:48,247
2024-05-17 07:19:49,362
2024-05-17 07:20:48,392
2024-05-17 07:21:48,373
2024-05-17 07:22:48,387
2024-05-17 07:23:48,263
2024-05-17 07:24:48,250
2024-05-17 07:25:48,241
2024-05-17 07:26:49,249
2024-05-17 07:27:49,260
2024-05-17 07:28:48,249
2024-05-17 07:29:48,238
2024-05-17 07:30:48,244
2024-05-17 07:31:48,241
2024-05-17 07:32:49,233
2024-05-17 07:33:48,214
2024-05-17 07:34:48,275
2024-05-17 07:35:49,250
2024-05-17 07:36:49,249
2024-05-17 07:37:49,241
2024-05-17 07:38:48,241
2024-05-17 07:39:48,238
2024-05-17 07:40:48,258
2024-05-17 07:41:48,255
2024-05-17 07:42:48,238
2024-05-17 07:43:48,205
2024-05-17 07:44:49,321
2024-05-17 07:45:48,279
2024-05-17 07:46:48,210
2024-05-17 07:47:48,219
2024-05-17 07:48:48,276
2024-05-17 07:49:48,297
2024-05-17 07:50:48,286
2024-05-17 07:51:48,381
2024-05-17 07:52:48,398
2024-05-17 07:53:49,299
2024-05-17 07:54:48,373
2024-05-17 07:55:48,266
2024-05-17 07:56:48,274
2024-05-17 07:57:48,211
2024-05-17 07:58:48,217
2024-05-17 07:59:48,223
2024-05-17 08:00:48,206
2024-05-17 08:01:48,214
2024-05-17 08:02:48,210
2024-05-17 08:03:48,285
2024-05-17 08:04:48,200
2024-05-17 08:05:48,194
2024-05-17 08:06:49,215
2024-05-17 08:07:48,216
2024-05-17 08:08:48,304
2024-05-17 08:09:48,215
2024-05-17 08:10:48,233
2024-05-17 08:11:48,280
2024-05-17 08:12:49,252
2024-05-17 08:13:48,244
2024-05-17 08:14:48,244
2024-05-17 08:15:48,315
2024-05-17 08:16:48,244
2024-05-17 08:17:48,214
2024-05-17 08:18:48,208
2024-05-17 08:19:48,280
2024-05-17 08:20:48,329
2024-05-17 08:21:49,341
2024-05-17 08:22:49,492
2024-05-17 08:23:48,469
2024-05-17 08:24:48,409
2024-05-17 08:25:49,343
2024-05-17 08:26:49,329
2024-05-17 08:27:48,359
2024-05-17 08:28:48,354
2024-05-17 08:29:48,332
2024-05-17 08:30:49,426
2024-05-17 08:31:48,286
2024-05-17 08:32:48,349
2024-05-17 08:33:48,354
2024-05-17 08:34:48,316
2024-05-17 08:35:48,348
2024-05-17 08:36:48,354
2024-05-17 08:37:48,337
2024-05-17 08:38:48,356
2024-05-17 08:39:49,365
2024-05-17 08:40:48,366
2024-05-17 08:41:48,333
2024-05-17 08:42:48,395
2024-05-17 08:43:48,379
2024-05-17 08:44:49,461
2024-05-17 08:45:48,342
2024-05-17 08:46:48,393
2024-05-17 08:47:48,439
2024-05-17 08:48:48,421
2024-05-17 08:49:48,383
2024-05-17 08:50:49,384
2024-05-17 08:51:48,370
2024-05-17 08:52:48,384
2024-05-17 08:53:48,391
2024-05-17 08:54:48,384
2024-05-17 08:55:48,453
2024-05-17 08:56:49,365
2024-05-17 08:57:48,379
2024-05-17 08:58:49,393
2024-05-17 08:59:48,385
2024-05-17 10:00:48,437
2024-05-17 10:01:49,373
2024-05-17 10:02:49,362
2024-05-17 10:03:48,294
2024-05-17 10:04:49,351
2024-05-17 10:05:48,436
2024-05-17 10:06:48,455
2024-05-17 10:07:48,402
2024-05-17 10:08:48,366
2024-05-17 10:09:48,358
2024-05-17 10:10:48,381
2024-05-17 10:11:48,307
2024-05-17 10:12:48,233
2024-05-17 10:13:49,360
2024-05-17 10:14:48,332
2024-05-17 10:15:48,236
2024-05-17 10:16:48,252
2024-05-17 10:17:48,255
2024-05-17 10:18:48,240
2024-05-17 10:19:48,288
2024-05-17 10:20:48,287
2024-05-17 10:21:48,238
2024-05-17 10:22:48,249
2024-05-17 10:23:48,238
2024-05-17 10:24:48,252
2024-05-17 10:25:48,241
2024-05-17 10:26:48,233
2024-05-17 10:27:48,256
2024-05-17 10:28:48,247
2024-05-17 10:29:48,244
2024-05-17 10:30:48,233
2024-05-17 10:31:48,244
2024-05-17 10:32:48,264
