csvTime,P4_23,P4_24,P4_25,P4_26
2024-05-16 17:43:44,-906.0,-903.0,0.0,1.0
2024-05-16 17:44:44,869.0,865.0,50.0,50.0
2024-05-16 17:45:45,16.0,-20.0,36.0,35.0
2024-05-16 17:46:44,2.0,5.0,18.0,17.0
2024-05-16 17:47:44,-901.0,-900.0,39.0,39.0
2024-05-16 17:48:45,635.0,900.0,38.0,38.0
2024-05-16 17:49:45,-337.0,-320.0,27.0,27.0
2024-05-16 17:50:44,-335.0,-337.0,22.0,22.0
2024-05-16 17:51:44,-335.0,-330.0,16.0,16.0
2024-05-16 17:52:44,-335.0,-330.0,16.0,16.0
2024-05-16 17:53:45,-335.0,-334.0,16.0,16.0
2024-05-16 17:54:45,-335.0,-334.0,16.0,16.0
2024-05-16 17:55:45,-335.0,-332.0,33.0,32.0
2024-05-16 17:56:45,-335.0,-332.0,18.0,17.0
2024-05-16 17:57:45,-100.0,-91.0,16.0,15.0
2024-05-16 17:58:45,-342.0,-307.0,18.0,17.0
2024-05-16 17:59:44,-335.0,-334.0,18.0,18.0
2024-05-16 18:00:45,-256.0,-266.0,18.0,18.0
2024-05-16 18:01:44,-335.0,-332.0,18.0,17.0
2024-05-16 18:02:45,-335.0,-330.0,18.0,18.0
2024-05-16 18:03:44,-335.0,-330.0,18.0,17.0
2024-05-16 18:04:45,-335.0,-330.0,18.0,18.0
2024-05-16 18:05:45,-900.0,-898.0,0.0,1.0
2024-05-16 18:06:45,-900.0,-898.0,1.0,1.0
2024-05-16 18:07:45,-900.0,-898.0,37.0,37.0
2024-05-16 18:08:44,-900.0,-898.0,0.0,12.0
2024-05-16 18:09:45,-900.0,-898.0,29.0,20.0
2024-05-16 18:10:44,-900.0,-898.0,30.0,29.0
2024-05-16 18:11:45,-900.0,-898.0,0.0,1.0
2024-05-16 18:12:45,-900.0,-898.0,41.0,41.0
2024-05-16 18:13:45,-90.0,-136.0,30.0,30.0
2024-05-16 18:14:45,-111.0,-136.0,27.0,27.0
2024-05-16 18:15:44,50.0,63.0,0.0,18.0
2024-05-16 18:16:45,-964.0,-961.0,0.0,1.0
2024-05-16 18:17:44,-970.0,-965.0,36.0,29.0
2024-05-16 18:18:45,-901.0,-905.0,0.0,1.0
2024-05-16 18:19:45,-4.0,-24.0,11.0,11.0
2024-05-16 18:20:44,-926.0,-925.0,37.0,37.0
2024-05-16 18:21:45,-900.0,-895.0,39.0,39.0
2024-05-16 18:22:44,96.0,113.0,42.0,41.0
2024-05-16 18:23:45,-909.0,-905.0,47.0,47.0
2024-05-16 18:24:44,-909.0,-906.0,0.0,1.0
2024-05-16 18:25:45,-128.0,-150.0,22.0,22.0
2024-05-16 18:26:45,-335.0,-316.0,22.0,22.0
2024-05-16 18:27:44,-113.0,-103.0,22.0,22.0
2024-05-16 18:28:45,108.0,131.0,22.0,22.0
2024-05-16 18:29:44,-182.0,-200.0,20.0,19.0
2024-05-16 18:30:45,898.0,855.0,31.0,31.0
2024-05-16 18:31:45,-898.0,-886.0,31.0,31.0
2024-05-16 18:32:45,-175.0,-165.0,35.0,35.0
2024-05-16 18:33:45,-335.0,-332.0,14.0,13.0
2024-05-16 18:34:45,-898.0,-895.0,59.0,58.0
2024-05-16 18:35:45,-900.0,-898.0,42.0,42.0
2024-05-16 18:36:44,242.0,203.0,51.0,51.0
2024-05-16 18:37:44,180.0,136.0,20.0,25.0
2024-05-16 18:38:44,-465.0,775.0,0.0,27.0
2024-05-16 18:39:44,901.0,898.0,32.0,31.0
2024-05-16 18:40:45,-61.0,-143.0,42.0,42.0
2024-05-16 18:41:44,-83.0,0.0,42.0,42.0
2024-05-16 18:42:45,-335.0,-332.0,36.0,44.0
2024-05-16 18:43:45,133.0,126.0,26.0,26.0
2024-05-16 18:44:45,-900.0,-895.0,20.0,19.0
2024-05-16 18:45:44,-900.0,-896.0,20.0,19.0
2024-05-16 18:46:44,-900.0,-896.0,20.0,19.0
2024-05-16 18:47:45,-2.0,-4.0,24.0,23.0
2024-05-16 18:48:44,-4.0,-4.0,46.0,46.0
2024-05-16 18:49:44,-354.0,-352.0,40.0,39.0
2024-05-16 18:50:45,4.0,0.0,42.0,42.0
2024-05-16 18:51:44,-904.0,-678.0,49.0,39.0
2024-05-16 18:52:45,-906.0,-903.0,0.0,1.0
2024-05-16 18:53:44,-900.0,-901.0,36.0,36.0
2024-05-16 18:54:45,-900.0,-903.0,0.0,1.0
2024-05-16 18:55:44,-901.0,-901.0,39.0,39.0
2024-05-16 18:56:44,-900.0,-903.0,20.0,20.0
2024-05-16 18:57:44,-901.0,-903.0,20.0,20.0
2024-05-16 18:58:45,-900.0,-903.0,20.0,20.0
2024-05-16 18:59:44,-900.0,-903.0,35.0,34.0
2024-05-16 19:00:45,-901.0,-901.0,32.0,34.0
2024-05-16 19:01:44,-901.0,-903.0,25.0,24.0
2024-05-16 19:02:44,-900.0,-903.0,25.0,24.0
2024-05-16 19:03:44,-901.0,-903.0,25.0,24.0
2024-05-16 19:04:44,-901.0,-903.0,25.0,24.0
2024-05-16 19:05:44,-900.0,-903.0,43.0,41.0
2024-05-16 19:06:44,-900.0,-901.0,44.0,43.0
2024-05-16 19:07:45,-4.0,-6.0,41.0,41.0
2024-05-16 19:08:45,-2.0,257.0,41.0,35.0
2024-05-16 19:09:45,325.0,302.0,57.0,57.0
2024-05-16 19:10:44,-900.0,-888.0,33.0,33.0
2024-05-16 19:11:44,-2.0,-2.0,27.0,26.0
2024-05-16 19:12:45,-901.0,-898.0,33.0,45.0
2024-05-16 19:13:44,-901.0,-900.0,24.0,24.0
2024-05-16 19:14:44,-901.0,-900.0,26.0,26.0
2024-05-16 19:15:45,-904.0,-900.0,26.0,26.0
2024-05-16 19:16:44,-901.0,-900.0,0.0,1.0
2024-05-16 19:17:45,-901.0,-900.0,0.0,1.0
2024-05-16 19:18:44,-118.0,-96.0,19.0,19.0
2024-05-16 19:19:44,55.0,53.0,16.0,15.0
2024-05-16 19:20:45,180.0,210.0,17.0,16.0
2024-05-16 19:21:45,-32.0,-13.0,17.0,16.0
2024-05-16 19:22:44,100.0,116.0,17.0,16.0
2024-05-16 19:23:45,-335.0,-332.0,17.0,16.0
2024-05-16 19:24:44,-335.0,-332.0,17.0,16.0
2024-05-16 19:25:44,-335.0,-332.0,17.0,16.0
2024-05-16 19:26:45,-898.0,-894.0,34.0,33.0
2024-05-16 19:27:44,-898.0,-895.0,33.0,33.0
2024-05-16 19:28:45,-900.0,-896.0,20.0,16.0
2024-05-16 19:29:44,-900.0,-898.0,29.0,29.0
2024-05-16 19:30:44,-900.0,-898.0,37.0,37.0
2024-05-16 19:31:44,-898.0,-898.0,24.0,23.0
2024-05-16 19:32:45,-4.0,-290.0,16.0,12.0
2024-05-16 19:33:44,-2.0,-6.0,20.0,19.0
2024-05-16 19:34:45,901.0,885.0,54.0,54.0
2024-05-16 19:35:44,13.0,32.0,54.0,53.0
2024-05-16 19:36:44,-222.0,-225.0,0.0,1.0
2024-05-16 19:37:45,0.0,1.0,0.0,1.0
2024-05-16 19:38:45,-900.0,-805.0,26.0,25.0
2024-05-16 19:39:45,-330.0,-334.0,28.0,28.0
2024-05-16 19:40:44,-329.0,-332.0,28.0,28.0
2024-05-16 19:41:44,0.0,-2.0,0.0,1.0
2024-05-16 19:42:44,-900.0,-898.0,0.0,1.0
2024-05-16 19:43:45,-900.0,-898.0,0.0,1.0
2024-05-16 19:44:45,-4.0,-6.0,18.0,17.0
2024-05-16 19:45:44,-335.0,-334.0,22.0,21.0
2024-05-16 19:46:44,-410.0,-41.0,29.0,35.0
2024-05-16 19:47:45,0.0,-347.0,29.0,23.0
2024-05-16 19:48:44,2.0,-12.0,42.0,41.0
2024-05-16 19:49:44,-900.0,-895.0,0.0,1.0
2024-05-16 19:50:44,-515.0,-507.0,28.0,28.0
2024-05-16 19:51:44,0.0,3.0,41.0,39.0
2024-05-16 19:52:44,2.0,-785.0,19.0,10.0
2024-05-16 19:53:44,-225.0,-217.0,23.0,22.0
2024-05-16 19:54:45,-177.0,-212.0,27.0,28.0
2024-05-16 19:55:45,-49.0,-29.0,21.0,21.0
2024-05-16 19:56:45,-35.0,-65.0,21.0,21.0
2024-05-16 19:57:44,-121.0,-151.0,18.0,18.0
2024-05-16 19:58:44,-190.0,-156.0,18.0,18.0
2024-05-16 19:59:44,-335.0,-330.0,18.0,18.0
2024-05-16 20:00:45,-335.0,-330.0,25.0,24.0
2024-05-16 20:01:45,-133.0,-150.0,16.0,15.0
2024-05-16 20:02:44,17.0,12.0,16.0,15.0
2024-05-16 20:03:44,-156.0,-143.0,16.0,15.0
2024-05-16 20:04:44,-240.0,-188.0,16.0,15.0
2024-05-16 20:05:45,-100.0,-66.0,16.0,15.0
2024-05-16 20:06:44,-312.0,-257.0,16.0,15.0
2024-05-16 20:07:44,-335.0,-332.0,16.0,15.0
2024-05-16 20:08:44,-335.0,-330.0,16.0,15.0
2024-05-16 20:09:44,-335.0,-334.0,16.0,15.0
2024-05-16 20:10:45,-260.0,-307.0,16.0,15.0
2024-05-16 20:11:44,-172.0,-145.0,16.0,15.0
2024-05-16 20:12:45,-153.0,-167.0,16.0,15.0
2024-05-16 20:13:45,-203.0,-212.0,16.0,15.0
2024-05-16 20:14:44,-17.0,-41.0,16.0,15.0
2024-05-16 20:15:44,-335.0,-330.0,16.0,15.0
2024-05-16 20:16:44,-335.0,-332.0,16.0,15.0
2024-05-16 20:17:45,-904.0,-115.0,23.0,11.0
2024-05-16 20:18:44,-900.0,-900.0,0.0,39.0
2024-05-16 20:19:45,-900.0,-900.0,38.0,37.0
2024-05-16 20:20:44,-900.0,-900.0,51.0,51.0
2024-05-16 20:21:45,-900.0,-900.0,41.0,4.0
2024-05-16 20:22:45,-901.0,-900.0,54.0,54.0
2024-05-16 20:23:45,-2.0,-24.0,25.0,22.0
2024-05-16 20:24:45,-335.0,-332.0,31.0,30.0
2024-05-16 20:25:45,-335.0,-332.0,30.0,30.0
2024-05-16 20:26:44,-335.0,-334.0,25.0,25.0
2024-05-16 20:27:45,-335.0,-335.0,25.0,25.0
2024-05-16 20:28:44,-146.0,-210.0,15.0,15.0
2024-05-16 20:29:44,313.0,283.0,15.0,15.0
2024-05-16 20:30:45,-58.0,-113.0,15.0,15.0
2024-05-16 20:31:45,-27.0,-13.0,15.0,15.0
2024-05-16 20:32:44,210.0,230.0,15.0,15.0
2024-05-16 20:33:45,110.0,83.0,15.0,15.0
2024-05-16 20:34:45,-230.0,-207.0,15.0,15.0
2024-05-16 20:35:45,-30.0,-35.0,15.0,15.0
2024-05-16 20:36:44,-103.0,-150.0,15.0,15.0
2024-05-16 20:37:45,-103.0,-103.0,15.0,15.0
2024-05-16 20:38:45,86.0,74.0,15.0,15.0
2024-05-16 20:39:45,32.0,-6.0,15.0,15.0
2024-05-16 20:40:44,-85.0,-60.0,15.0,15.0
2024-05-16 20:41:44,273.0,316.0,15.0,15.0
2024-05-16 20:42:45,-287.0,-256.0,15.0,15.0
2024-05-16 20:43:44,-335.0,-334.0,15.0,15.0
2024-05-16 20:44:44,-335.0,-332.0,20.0,20.0
2024-05-16 20:45:45,-335.0,-334.0,20.0,20.0
2024-05-16 20:46:44,-335.0,-334.0,20.0,20.0
2024-05-16 20:47:44,-335.0,-334.0,20.0,19.0
2024-05-16 20:48:44,-906.0,-895.0,24.0,23.0
2024-05-16 20:49:45,-901.0,-903.0,29.0,28.0
2024-05-16 20:50:45,-901.0,-903.0,0.0,12.0
2024-05-16 20:51:44,-904.0,-903.0,0.0,1.0
2024-05-16 20:52:44,-267.0,-232.0,24.0,23.0
2024-05-16 20:53:44,-283.0,-263.0,24.0,24.0
2024-05-16 20:54:44,-218.0,-201.0,24.0,24.0
2024-05-16 20:55:44,45.0,98.0,24.0,23.0
2024-05-16 20:56:44,63.0,65.0,24.0,23.0
2024-05-16 20:57:44,-58.0,-70.0,18.0,17.0
2024-05-16 20:58:44,-307.0,-240.0,18.0,17.0
2024-05-16 20:59:44,230.0,246.0,15.0,15.0
2024-05-16 22:00:44,-138.0,-170.0,26.0,25.0
2024-05-16 22:01:45,337.0,332.0,11.0,10.0
2024-05-16 22:02:44,337.0,332.0,11.0,10.0
2024-05-16 22:03:44,337.0,332.0,23.0,23.0
2024-05-16 22:04:45,337.0,332.0,27.0,26.0
2024-05-16 22:05:44,217.0,262.0,18.0,18.0
2024-05-16 22:06:44,-158.0,-178.0,22.0,22.0
2024-05-16 22:07:44,-93.0,-121.0,31.0,30.0
2024-05-16 22:08:44,-126.0,-162.0,31.0,31.0
2024-05-16 22:09:44,-105.0,-65.0,11.0,11.0
2024-05-16 22:10:44,-277.0,-292.0,11.0,11.0
2024-05-16 22:11:45,-335.0,-330.0,11.0,11.0
2024-05-16 22:12:44,-335.0,-330.0,11.0,11.0
2024-05-16 22:13:45,-335.0,-330.0,11.0,11.0
2024-05-16 22:14:45,-956.0,-955.0,0.0,1.0
2024-05-16 22:15:45,-956.0,-955.0,59.0,59.0
2024-05-16 22:16:45,2.0,-2.0,39.0,39.0
2024-05-16 22:17:45,-901.0,-905.0,36.0,11.0
2024-05-16 22:18:44,-901.0,-905.0,0.0,16.0
2024-05-16 22:19:44,0.0,3.0,18.0,17.0
2024-05-16 22:20:44,562.0,555.0,22.0,22.0
2024-05-16 22:21:44,0.0,5.0,27.0,27.0
2024-05-16 22:22:45,0.0,-1.0,18.0,17.0
2024-05-16 22:23:45,-900.0,-796.0,0.0,1.0
2024-05-16 22:24:45,-900.0,-898.0,0.0,1.0
2024-05-16 22:25:44,-901.0,-898.0,0.0,1.0
2024-05-16 22:26:45,-901.0,-899.0,0.0,1.0
2024-05-16 22:27:44,0.0,-2.0,31.0,30.0
2024-05-16 22:28:45,0.0,5.0,19.0,18.0
2024-05-16 22:29:44,715.0,502.0,36.0,28.0
2024-05-16 22:30:44,-2.0,-2.0,19.0,20.0
2024-05-16 22:31:45,-202.0,-205.0,26.0,26.0
2024-05-16 22:32:44,-185.0,-156.0,26.0,26.0
2024-05-16 22:33:44,98.0,146.0,23.0,22.0
2024-05-16 22:34:44,-167.0,-168.0,21.0,20.0
2024-05-16 22:35:45,-895.0,-891.0,27.0,26.0
2024-05-16 22:36:45,-900.0,-896.0,0.0,1.0
2024-05-16 22:37:45,-898.0,-896.0,33.0,33.0
2024-05-16 22:38:45,-900.0,-896.0,0.0,1.0
2024-05-16 22:39:44,-123.0,-96.0,21.0,20.0
2024-05-16 22:40:44,-335.0,-330.0,21.0,20.0
2024-05-16 22:41:44,-335.0,-334.0,21.0,20.0
2024-05-16 22:42:44,-335.0,-334.0,25.0,29.0
2024-05-16 22:43:44,-78.0,-58.0,22.0,22.0
2024-05-16 22:44:44,-46.0,-41.0,22.0,22.0
2024-05-16 22:45:44,-232.0,-188.0,22.0,22.0
2024-05-16 22:46:44,103.0,74.0,22.0,22.0
2024-05-16 22:47:44,283.0,280.0,41.0,41.0
2024-05-16 22:48:44,-252.0,-220.0,22.0,22.0
2024-05-16 22:49:44,-265.0,-262.0,10.0,10.0
2024-05-16 22:50:44,-335.0,-334.0,10.0,9.0
2024-05-16 22:51:44,-335.0,-334.0,10.0,9.0
2024-05-16 22:52:44,-212.0,-250.0,17.0,16.0
2024-05-16 22:53:44,248.0,206.0,30.0,27.0
2024-05-16 22:54:44,-32.0,-32.0,22.0,22.0
2024-05-16 22:55:44,-176.0,-177.0,22.0,22.0
2024-05-16 22:56:45,-335.0,-335.0,22.0,22.0
2024-05-16 22:57:44,-335.0,-335.0,14.0,13.0
2024-05-16 22:58:45,-335.0,-334.0,21.0,20.0
2024-05-16 22:59:44,40.0,-2.0,31.0,30.0
2024-05-16 23:00:44,43.0,93.0,35.0,34.0
2024-05-16 23:01:44,113.0,68.0,27.0,27.0
2024-05-16 23:02:44,0.0,0.0,31.0,30.0
2024-05-16 23:03:44,0.0,-5.0,30.0,29.0
2024-05-16 23:04:44,2.0,-4.0,30.0,30.0
2024-05-16 23:05:44,-898.0,-896.0,0.0,1.0
2024-05-16 23:06:44,-898.0,-898.0,0.0,1.0
2024-05-16 23:07:45,-900.0,-898.0,0.0,1.0
2024-05-16 23:08:45,-900.0,-899.0,0.0,1.0
2024-05-16 23:09:45,0.0,-6.0,47.0,47.0
2024-05-16 23:10:44,-2.0,6.0,47.0,47.0
2024-05-16 23:11:44,2.0,56.0,51.0,49.0
2024-05-16 23:12:45,11.0,-4.0,51.0,51.0
2024-05-16 23:13:44,515.0,430.0,41.0,41.0
2024-05-16 23:14:44,0.0,-24.0,41.0,40.0
2024-05-16 23:15:45,-22.0,-20.0,0.0,1.0
2024-05-16 23:16:44,-909.0,-904.0,0.0,1.0
2024-05-16 23:17:44,-909.0,-904.0,0.0,1.0
2024-05-16 23:18:45,-906.0,-905.0,0.0,11.0
2024-05-16 23:19:45,-909.0,-904.0,0.0,1.0
2024-05-16 23:20:44,-909.0,-905.0,0.0,1.0
2024-05-16 23:21:44,-909.0,-905.0,0.0,1.0
2024-05-16 23:22:44,-909.0,-904.0,0.0,1.0
2024-05-16 23:23:44,-909.0,-905.0,0.0,1.0
2024-05-16 23:24:44,8.0,8.0,0.0,1.0
2024-05-16 23:25:45,8.0,8.0,0.0,1.0
2024-05-16 23:26:44,5.0,8.0,18.0,17.0
2024-05-16 23:27:44,5.0,5.0,18.0,17.0
2024-05-16 23:28:44,-909.0,-790.0,32.0,29.0
2024-05-16 23:29:44,-909.0,-905.0,0.0,1.0
2024-05-16 23:30:45,-909.0,-905.0,48.0,47.0
2024-05-16 23:31:44,-909.0,-905.0,48.0,48.0
2024-05-16 23:32:45,-909.0,-905.0,0.0,1.0
2024-05-16 23:33:44,-909.0,-905.0,0.0,1.0
2024-05-16 23:34:45,0.0,0.0,40.0,40.0
2024-05-16 23:35:44,-2.0,1.0,0.0,1.0
2024-05-16 23:36:44,-20.0,-20.0,4.0,1.0
2024-05-16 23:37:44,337.0,332.0,20.0,19.0
2024-05-16 23:38:44,282.0,262.0,27.0,27.0
2024-05-16 23:39:44,900.0,898.0,31.0,29.0
2024-05-16 23:40:44,900.0,898.0,31.0,31.0
2024-05-16 23:41:45,2.0,8.0,16.0,15.0
2024-05-16 23:42:44,-256.0,-172.0,30.0,29.0
2024-05-16 23:43:44,2.0,-111.0,30.0,29.0
2024-05-16 23:44:45,-900.0,-900.0,27.0,27.0
2024-05-16 23:45:44,-901.0,-900.0,28.0,27.0
2024-05-16 23:46:44,-901.0,-900.0,28.0,27.0
2024-05-16 23:47:44,-901.0,-900.0,37.0,36.0
2024-05-16 23:48:45,-900.0,-900.0,39.0,38.0
2024-05-16 23:49:44,-901.0,-900.0,6.0,19.0
2024-05-16 23:50:44,-900.0,-898.0,24.0,24.0
2024-05-16 23:51:45,-901.0,-898.0,24.0,24.0
2024-05-16 23:52:44,-22.0,45.0,37.0,36.0
2024-05-16 23:53:44,54.0,79.0,30.0,30.0
2024-05-16 23:54:44,5.0,-1.0,25.0,25.0
2024-05-16 23:55:44,50.0,-13.0,19.0,19.0
2024-05-16 23:56:45,-145.0,-148.0,19.0,19.0
2024-05-16 23:57:44,-335.0,-316.0,20.0,20.0
2024-05-16 23:58:44,-217.0,-208.0,20.0,20.0
2024-05-16 23:59:44,83.0,79.0,20.0,19.0
2024-05-17 00:00:44,48.0,60.0,20.0,20.0
2024-05-17 00:01:45,-193.0,-202.0,20.0,20.0
2024-05-17 00:02:45,-98.0,-110.0,20.0,19.0
2024-05-17 00:03:45,-41.0,-69.0,20.0,20.0
2024-05-17 00:04:44,141.0,133.0,20.0,19.0
2024-05-17 00:05:45,111.0,140.0,20.0,19.0
2024-05-17 00:06:45,-75.0,-40.0,22.0,22.0
2024-05-17 00:07:44,-240.0,-277.0,21.0,21.0
2024-05-17 00:08:44,-335.0,-337.0,21.0,21.0
2024-05-17 00:09:44,-98.0,-193.0,21.0,21.0
2024-05-17 00:10:44,96.0,118.0,21.0,21.0
2024-05-17 00:11:44,-177.0,-162.0,21.0,21.0
2024-05-17 00:12:44,-266.0,-237.0,20.0,20.0
2024-05-17 00:13:44,75.0,118.0,20.0,20.0
2024-05-17 00:14:44,-178.0,-161.0,20.0,19.0
2024-05-17 00:15:44,-217.0,-220.0,20.0,19.0
2024-05-17 00:16:45,-50.0,-83.0,20.0,19.0
2024-05-17 00:17:45,15.0,15.0,20.0,20.0
2024-05-17 00:18:44,-332.0,-297.0,19.0,18.0
2024-05-17 00:19:44,-335.0,-337.0,19.0,18.0
2024-05-17 00:20:44,-324.0,-312.0,19.0,18.0
2024-05-17 00:21:44,-307.0,-322.0,19.0,18.0
2024-05-17 00:22:45,-136.0,-145.0,19.0,18.0
2024-05-17 00:23:44,-335.0,-337.0,19.0,18.0
2024-05-17 00:24:44,-335.0,-337.0,19.0,18.0
2024-05-17 00:25:44,-335.0,-337.0,18.0,18.0
2024-05-17 00:26:45,-335.0,-337.0,19.0,18.0
2024-05-17 00:27:44,-335.0,-337.0,19.0,18.0
2024-05-17 00:28:45,-335.0,-337.0,18.0,18.0
2024-05-17 00:29:45,-335.0,-337.0,19.0,18.0
2024-05-17 00:30:45,-335.0,-330.0,19.0,18.0
2024-05-17 00:31:44,-335.0,-330.0,19.0,18.0
2024-05-17 00:32:45,-335.0,-330.0,19.0,18.0
2024-05-17 00:33:44,-335.0,-330.0,20.0,19.0
2024-05-17 00:34:44,-335.0,-330.0,20.0,20.0
